X,Y,ID
206986,84533,E01018941
207136,67023,E01018933
207237,67389,E01018932
207279,199392,W01000584
207396,66121,E01018935
207954,66531,E01018934
208055,53884,E01019026
208304,54790,E01019024
208813,206166,W01000563
209415,226949,W01000582
210170,83324,E01018939
210281,59998,E01019037
210344,72900,E01018926
210518,59699,E01019035
210876,52912,E01019025
210939,214755,W01000595
211275,213047,W01000596
211671,205844,W01000564
211999,201044,W01000610
212010,207630,W01000576
212036,220688,W01000583
212287,51868,E01019027
212679,200465,W01000621
212725,92516,E01018969
212760,201072,W01000619
213031,204649,W01000615
213308,200436,W01000620
213484,205074,W01000616
213580,54944,E01018766
213767,244359,W01000613
214749,236320,W01000560
215516,213802,W01000577
215792,207912,W01000553
217733,245744,W01000511
218214,246384,W01000510
218418,247039,W01000509
218781,327817,W01000045
219046,68656,E01018784
219334,217250,W01000735
219462,223485,W01000674
219487,232196,W01000561
219875,87854,E01018968
220154,248963,W01000547
220170,242015,W01000558
220281,54150,E01018761
220840,64359,E01018758
220963,57956,E01018760
221001,105627,E01018938
221018,107184,E01018961
221032,106359,E01018936
221200,244689,W01000546
221255,51555,E01018762
221658,105912,E01018937
221895,107453,E01018959
222157,235851,W01000559
222557,103181,E01018951
222766,106259,E01018960
223356,382667,W01000034
223755,210623,W01000672
224092,333347,W01000055
224296,382978,W01000037
224321,112630,E01018943
224333,382063,W01000030
224412,64029,E01018772
224531,382408,W01000016
224672,382898,W01000036
224713,64277,E01018770
224739,79053,E01018925
224780,381497,W01000017
224845,68433,E01018782
224979,53278,E01018773
225134,379751,W01000040
225226,381843,W01000029
225330,64350,E01018771
225393,53265,E01018776
225445,382151,W01000033
225448,251278,W01000508
225495,65014,E01018769
225496,64922,E01018767
225741,68441,E01018783
225819,53837,E01018775
225877,96253,E01018974
225929,250074,W01000507
225969,64663,E01018768
226045,124326,E01020292
226069,59287,E01018759
226158,54571,E01018774
226867,377837,W01000039
227454,216562,W01000720
227990,244706,W01000519
228333,339988,W01000094
228687,63214,E01018778
228944,379310,W01000043
229033,224941,W01000728
229196,89640,E01018953
229305,380091,W01000044
229382,217103,W01000721
229559,81669,E01018965
229565,69309,E01018779
229614,103574,E01020302
229703,115802,E01020291
229748,210704,W01000673
229830,72664,E01018777
229951,238899,W01000646
230211,84583,E01018952
230265,328962,W01000084
230734,340528,W01000095
231374,385813,W01000022
231734,377199,W01000024
231816,330007,W01000080
231900,251669,W01000545
232534,122392,E01020288
232580,83973,E01018946
232765,85253,E01018948
232791,379797,W01000023
233026,54704,E01018757
233121,85420,E01018949
233203,84496,E01018950
233248,373373,W01000002
233593,83925,E01018947
233728,336624,W01000070
233883,241435,W01000531
233984,371126,W01000001
234149,104098,E01020294
234328,59688,E01018785
234379,105753,E01020293
235056,77514,E01018966
235637,214028,W01000700
235848,246219,W01000551
235964,237422,W01000689
236076,70517,E01018752
236110,69654,E01018751
236116,390729,W01000031
236297,69400,E01018750
236550,73624,E01018967
236786,92741,E01020286
236957,345092,W01000078
236974,393252,W01000018
237282,60636,E01018763
237302,376498,W01000009
237386,334324,W01000109
237420,209621,W01000723
237430,335211,W01000108
237543,238727,W01000688
238440,229747,W01000648
238922,66542,E01018765
238981,223972,W01000649
239002,259624,W01000544
239168,255034,W01000532
239217,220115,W01000644
239619,338003,W01000047
239631,384186,W01000028
239655,116421,E01020309
239745,219047,W01000642
239907,123707,E01020295
240005,220063,W01000643
240333,85745,E01020340
240511,71220,E01018753
240511,220325,W01000645
240626,59693,E01018787
240698,62419,E01018764
240702,220803,W01000637
240888,206837,W01000670
241075,58998,E01018796
241102,220548,W01000639
241188,58374,E01018795
241267,370923,W01000007
241427,59258,E01018788
241491,241068,W01000533
241516,58669,E01018794
241522,98343,E01020290
241533,220331,W01000641
241575,207269,W01000671
241782,59178,E01018786
241889,220821,W01000638
241900,215336,W01000722
241940,219405,W01000693
242123,58817,E01018790
242179,69180,E01018756
242222,376629,W01000006
242248,221263,W01000640
242271,58460,E01018789
242334,55311,E01018801
242477,59294,E01018792
242525,51811,E01018781
242554,82043,E01020325
242571,52327,E01018780
242602,71433,E01018754
242640,55453,E01018802
242734,58578,E01018791
242922,59098,E01018793
242986,54958,E01018800
243064,219026,W01000694
243118,256668,W01000529
243158,201017,W01000711
243178,70843,E01018755
243202,244317,W01000522
243216,392865,W01000004
243254,128986,E01020310
243468,201485,W01000710
243512,55338,E01018799
243533,105788,E01020289
243589,55082,E01018798
243744,366135,W01000038
243847,54901,E01018797
243898,125999,E01020283
243926,58184,E01015142
244144,235960,W01000685
244148,129257,E01020299
244160,112161,E01020301
244175,75363,E01020331
244194,126799,E01020281
244346,57433,E01015145
244380,58472,E01015150
244399,57830,E01015146
244422,126097,E01020285
244555,392982,W01000003
244556,223976,W01000624
244611,339559,W01000089
244634,200717,W01000633
244646,66825,E01020313
244676,201268,W01000632
244710,389654,W01000021
244728,58126,E01015144
244866,65920,E01020312
244940,126261,E01020284
244950,58431,E01015149
244962,128734,E01020298
244971,129210,E01020297
244996,127654,E01020300
245027,121755,E01020296
245051,58835,E01015147
245145,60027,E01015082
245176,127165,E01020282
245180,126574,E01020280
245200,56859,E01015039
245211,139514,E01020109
245239,58138,E01015143
245243,54840,E01015046
245252,55708,E01015043
245267,57823,E01015076
245269,204555,W01000729
245274,204529,W01000730
245279,201297,W01000634
245331,56523,E01015041
245344,55242,E01015045
245391,54446,E01015048
245418,59725,E01015083
245443,57381,E01015075
245472,56231,E01015042
245510,129880,E01020276
245537,188076,W01000775
245546,54289,E01015047
245595,375632,W01000012
245608,55725,E01015044
245616,376311,W01000014
245642,58614,E01015148
245668,56659,E01015040
245783,57070,E01015080
245798,56082,E01015167
245805,59726,E01015084
245842,262723,W01000506
245919,55572,E01015171
245991,56190,E01015168
246068,126214,E01020277
246108,57637,E01015073
246108,351173,W01000086
246150,57017,E01015078
246182,126185,E01020279
246204,55265,E01015173
246231,59348,E01015085
246255,207876,W01000695
246295,58899,E01015087
246310,130530,E01020275
246349,56712,E01015072
246367,56125,E01015174
246395,60356,E01015024
246410,53955,E01015157
246410,55680,E01015170
246455,211395,W01000696
246563,59209,E01015088
246583,375857,W01000041
246595,57329,E01015079
246623,55122,E01015172
246648,60047,E01015026
246653,54515,E01015155
246783,56542,E01015106
246824,56918,E01015104
246890,356043,W01000073
246933,54835,E01015153
246995,60040,E01015028
247001,58460,E01015081
247052,353157,W01000104
247125,57748,E01015074
247126,58980,E01015089
247164,61434,E01015165
247166,55454,E01015169
247225,73708,E01020334
247290,57187,E01015102
247297,54797,E01015152
247331,55000,E01015151
247359,53953,E01015158
247468,59677,E01015030
247497,137155,E01020091
247498,60821,E01015163
247575,57751,E01015077
247632,59031,E01015086
247665,57171,E01015103
247691,74769,E01020333
247700,259931,W01000524
247749,58510,E01015070
247774,143564,E01020108
247784,56278,E01015099
247847,55414,E01015051
247884,380332,W01000020
247935,56798,E01015105
247943,238972,W01000686
247974,54118,E01015156
248008,55723,E01015049
248022,59431,E01015023
248044,60934,E01015161
248051,74527,E01020332
248103,360074,W01000054
248118,56493,E01015098
248138,201695,W01000668
248146,124646,E01020278
248170,56167,E01015100
248177,136837,E01020092
248179,57207,E01015101
248201,60621,E01015162
248209,55415,E01015050
248244,58370,E01015071
248259,362260,W01000111
248267,73083,E01020338
248280,207757,W01000662
248324,54479,E01015154
248347,55019,E01015054
248359,73812,E01020335
248453,363330,W01000093
248455,55808,E01015032
248495,55252,E01015052
248502,54998,E01015053
248554,59956,E01015027
248587,136459,E01020093
248635,56573,E01015034
248673,57442,E01015033
248691,361950,W01000110
248725,55562,E01015062
248748,58956,E01015029
248748,372127,W01000025
248781,200922,W01000669
248797,55960,E01015031
248801,362558,W01000098
248830,58215,E01015064
248840,73223,E01020336
248845,363110,W01000059
248862,368486,W01000027
248885,74431,E01020337
248894,129110,E01020119
248921,54821,E01015179
248948,136284,E01020089
248972,60935,E01015159
249013,56841,E01015036
249024,61320,E01015166
249030,55087,E01015178
249089,357759,W01000088
249094,119189,E01020304
249148,55584,E01015061
249183,54502,E01015181
249235,56300,E01015038
249241,54134,E01015182
249252,131900,E01020106
249268,60317,E01015025
249329,55305,E01015175
249365,58072,E01015065
249366,353994,W01000112
249409,54994,E01015177
249415,191070,W01000776
249426,57502,E01015066
249476,137332,E01020090
249493,52646,E01015138
249611,54539,E01015180
249613,119074,E01020305
249627,55735,E01015060
249675,56624,E01015037
249700,211670,W01000717
249714,68172,E01020315
249715,57032,E01015035
249722,91161,E01020314
249758,60969,E01015160
249803,56377,E01015058
249838,55180,E01015176
249876,201138,W01000667
249886,338201,W01000061
250043,79764,E01020324
250048,61825,E01015164
250052,55951,E01015059
250089,52405,E01015139
250092,57739,E01015067
250133,112944,E01020287
250172,53331,E01015137
250179,119518,E01020307
250231,200257,W01000654
250237,56176,E01015057
250251,200843,W01000653
250259,199423,W01000660
250293,58139,E01015068
250378,57370,E01015069
250410,199791,W01000732
250452,386340,W01000032
250465,119305,E01020306
250511,246846,W01000541
250518,135144,E01020110
250529,59221,E01015092
250602,60768,E01015097
250623,211422,W01000716
250658,56846,E01015063
250660,266250,W01000540
250661,56195,E01015056
250785,132260,E01020105
250792,199916,W01000733
250794,59177,E01015093
250805,52445,E01015141
250878,59599,E01015090
250913,53250,E01015136
250939,58729,E01015094
250945,200773,W01000703
250951,199598,W01000734
250976,199153,W01000659
250998,49226,E01020186
251017,61511,E01020146
251033,53738,E01015135
251041,382608,W01000010
251050,56435,E01015055
251070,67227,E01020316
251135,70486,E01020341
251154,61389,E01020144
251158,217218,W01000675
251209,58036,E01015095
251209,200350,W01000629
251261,201476,W01000704
251290,146825,E01020118
251308,58041,E01015096
251342,69742,E01020342
251351,132246,E01020107
251353,342553,W01000066
251396,53538,E01015134
251399,52635,E01015140
251427,200122,W01000630
251479,147507,E01020113
251482,201085,W01000705
251506,198923,W01000661
251523,52027,E01015130
251553,199630,W01000631
251607,58910,E01015091
251651,146431,E01020117
251664,146984,E01020116
251685,201965,W01000655
251714,381770,W01000019
251900,51978,E01015129
251940,147327,E01020111
251997,200388,W01000628
252013,147652,E01020112
252050,52991,E01015126
252075,53570,E01015132
252182,201239,W01000652
252265,52446,E01015128
252323,203013,W01000726
252324,367277,W01000119
252385,359409,W01000118
252418,147455,E01020114
252472,223033,W01000682
252473,202650,W01000727
252482,243716,W01000702
252500,56948,E01015118
252513,62089,E01020145
252577,53281,E01015133
252578,365460,W01000052
252697,49453,E01020185
252754,201227,W01000651
252826,56064,E01015113
252844,371889,W01000008
252985,56896,E01015122
253001,194935,W01000828
253006,200521,W01000706
253026,52907,E01015127
253072,263696,W01000539
253102,132456,E01020086
253103,147206,E01020115
253172,57078,E01015120
253207,97990,E01020322
253316,371782,W01000015
253374,55967,E01015112
253383,199973,W01000708
253444,255721,W01000535
253458,131883,E01020085
253462,200485,W01000707
253480,53302,E01015131
253510,104582,E01020321
253695,132179,E01020084
253732,68561,E01020317
253733,57149,E01015121
253754,363449,W01000087
253812,211847,W01000698
253812,213614,W01000663
253846,229919,W01000683
253928,56609,E01015123
253972,55936,E01015114
254078,363095,W01000053
254197,200177,W01000636
254259,132582,E01020123
254280,57292,E01015125
254322,378785,W01000035
254410,132114,E01020125
254430,199422,W01000635
254515,209387,W01000699
254550,56658,E01015124
254660,195619,W01000829
254795,55596,E01015115
255067,52133,E01020187
255069,56175,E01015108
255078,132413,E01020124
255127,200896,W01000691
255207,48183,E01020171
255237,372573,W01000042
255269,212312,W01000697
255289,133997,E01020132
255297,188135,W01000840
255375,55479,E01015116
255436,56906,E01015119
255531,372084,W01000011
255545,56532,E01015110
255584,370178,W01000102
255674,56154,E01015107
255731,55315,E01015117
255740,201830,W01000690
255883,134281,E01020133
255944,55899,E01015109
255966,337889,W01000106
256085,133167,E01020094
256097,134088,E01020134
256162,133785,E01020139
256177,129419,E01020122
256215,133470,E01020095
256242,56359,E01015111
256282,201942,W01000692
256422,132839,E01020096
256458,213952,W01000664
256470,364685,W01000099
256504,189137,W01000839
256545,132423,E01020130
256584,369252,W01000103
256647,374342,W01000013
256693,370758,W01000064
256712,371387,W01000072
256719,113668,E01020303
256720,339061,W01000105
256795,120544,E01020308
256812,131870,E01020128
256828,133648,E01020141
256842,269503,W01000538
256915,133267,E01020140
256925,132204,E01020129
256930,146715,E01020099
256960,194289,W01000772
257029,198090,W01000802
257163,132784,E01020103
257237,371361,W01000075
257353,138954,E01020127
257473,248384,W01000528
257484,198316,W01000878
257524,245178,W01000701
257580,372143,W01000092
257608,132604,E01020104
257802,248152,W01000527
257863,362867,W01000063
257894,198327,W01000877
257900,203656,W01000666
257950,359993,W01000081
257954,77342,E01020323
258024,343797,W01000107
258037,51695,E01020190
258090,198859,W01000841
258116,371991,W01000062
258129,199478,W01000844
258148,212862,W01000712
258148,281467,W01000517
258199,188535,W01000736
258200,204717,W01000665
258265,132667,E01020102
258280,56936,E01020149
258322,281118,W01000518
258332,372736,W01000076
258385,218417,W01000684
258407,300857,W01000117
258427,281719,W01000513
258443,198062,W01000785
258459,146618,E01020101
258489,199463,W01000843
258493,328016,W01000079
258550,196056,W01000779
258626,300478,W01000116
258627,372559,W01000077
258660,196501,W01000778
258690,282117,W01000514
258716,188857,W01000737
258747,371539,W01000090
258749,198782,W01000774
258777,322903,W01000069
258814,95104,E01020330
258819,198108,W01000784
258897,211485,W01000724
258906,192367,W01000771
258938,281685,W01000512
258956,193723,W01000769
258999,372064,W01000091
259007,280279,W01000515
259034,332660,W01000074
259109,94516,E01020329
259123,200578,W01000842
259130,213331,W01000713
259153,131588,E01020120
259242,95385,E01020328
259292,203680,W01000846
259342,196001,W01000777
259386,198708,W01000773
259397,280071,W01000516
259468,193861,W01000768
259527,277876,W01000534
259610,95559,E01020327
259707,204283,W01000847
259761,193123,W01000782
259798,203251,W01000845
259862,197633,W01000786
259926,203947,W01000848
260023,193625,W01000770
260056,280996,W01000530
260058,195428,W01000759
260170,192774,W01000783
260183,188179,W01000823
260270,251759,W01000537
260273,282278,W01000526
260312,376553,W01000005
260462,130493,E01020121
260463,187773,W01000824
260469,188945,W01000879
260521,193399,W01000781
260532,367264,W01000115
260550,338710,W01000101
260618,189578,W01000882
260631,59226,E01020148
260633,102772,E01020320
260655,190381,W01000805
260663,210461,W01000731
260782,195288,W01000756
260804,289980,W01000521
260817,310648,W01000085
260871,281891,W01000525
260901,193572,W01000780
260945,198819,W01000838
260953,316672,W01000048
261084,188932,W01000880
261132,200826,W01000792
261164,379801,W01000026
261210,212145,W01000725
261231,188008,W01000827
261289,189627,W01000881
261352,315836,W01000049
261411,340515,W01000100
261414,190284,W01000804
261481,192781,W01000856
261626,187942,W01000825
261661,370586,W01000050
261726,193410,W01000855
261740,215418,W01000681
261772,192386,W01000859
261825,191598,W01000860
261902,187448,W01000826
261915,193880,W01000854
261946,198787,W01000837
261964,284864,W01000548
262039,287622,W01000520
262058,367035,W01000097
262092,196104,W01000760
262184,192980,W01000857
262194,56280,E01020167
262315,52034,E01020159
262343,146044,E01020100
262368,192515,W01000861
262373,193460,W01000853
262458,56531,E01020165
262538,211637,W01000625
262632,214450,W01000680
262649,366624,W01000096
262660,213032,W01000714
262696,367171,W01000071
262797,56273,E01020166
262851,212392,W01000626
262901,192999,W01000858
262950,222446,W01000677
262970,194425,W01000758
263050,109870,E01020311
263054,195319,W01000757
263217,193624,W01000868
263257,195875,W01000761
263285,193083,W01000872
263300,196264,W01000831
263315,137244,E01020088
263338,196704,W01000830
263369,56072,E01020161
263416,197107,W01000836
263516,211437,W01000627
263554,194218,W01000863
263558,221089,W01000676
263608,192363,W01000876
263624,193884,W01000865
263638,199399,W01000793
263677,192725,W01000874
263682,193070,W01000870
263745,227460,W01000709
263828,195114,W01000755
263828,304868,W01000058
263843,196445,W01000832
263869,56414,E01020164
263898,192462,W01000873
263908,258113,W01000536
263980,195540,W01000762
264122,55946,E01020163
264130,193693,W01000867
264204,297509,W01000046
264209,212589,W01000715
264220,194214,W01000862
264223,192570,W01000875
264274,193180,W01000869
264319,123698,E01020097
264322,195885,W01000835
264477,56302,E01020162
264554,240715,W01000650
264559,274480,W01000552
264565,192943,W01000871
264633,193801,W01000866
264659,195263,W01000767
264666,194888,W01000764
264685,192460,W01000749
264789,196192,W01000833
264819,193178,W01000747
264819,196851,W01000834
264922,194164,W01000864
265018,198631,W01000791
265020,192982,W01000745
265059,195495,W01000766
265150,193566,W01000746
265182,196879,W01000820
265187,93917,E01020339
265248,195052,W01000763
265263,283950,W01000549
265353,195483,W01000765
265391,196232,W01000821
265402,194056,W01000744
265509,194493,W01000742
265520,198062,W01000817
265607,192547,W01000748
265675,195443,W01000789
265703,197065,W01000819
265722,193327,W01000743
265759,197549,W01000818
265854,204142,W01000803
265869,194445,W01000790
265910,198605,W01000822
265911,195706,W01000788
266038,51806,E01020158
266197,196402,W01000787
266302,291019,W01000523
266356,101927,E01020326
266454,197884,W01000811
266481,193695,W01000851
266575,198286,W01000813
266588,193323,W01000850
266665,199161,W01000808
266669,200055,W01000816
266718,47211,E01020147
266765,197234,W01000814
266873,213387,W01000657
266999,199191,W01000810
267030,197721,W01000812
267141,198487,W01000809
267154,56710,E01020160
267206,199970,W01000807
267242,193302,W01000852
267285,195147,W01000739
267470,199406,W01000806
267509,213731,W01000658
267863,193348,W01000849
267940,195386,W01000738
268002,200193,W01000815
268071,259972,W01000550
268216,196021,W01000741
268238,374647,W01000123
268494,201433,W01000752
268600,115303,E01020098
268718,374843,W01000170
268791,196193,W01000740
268810,213328,W01000656
268824,197469,W01000794
268905,202113,W01000753
269032,201582,W01000754
269200,196763,W01000799
269443,202043,W01000750
269467,345757,W01000056
269575,197020,W01000798
269623,43994,E01020179
269747,268144,W01000542
269786,336963,W01000114
269958,197158,W01000797
269980,87329,E01020318
270017,198327,W01000796
270098,59803,E01020177
270115,60169,E01020176
270198,201606,W01000751
270208,199828,W01000800
270318,212204,W01000928
270370,345701,W01000065
270494,343604,W01000113
270497,39748,E01020172
270505,92007,E01020319
270520,210925,W01000929
270564,279211,W01000543
270572,198026,W01000801
270718,106349,E01020072
270734,197809,W01000795
270976,125623,E01020136
270980,202685,W01000971
271046,212948,W01000931
271293,214310,W01000718
271403,376150,W01000172
271445,125494,E01020135
271483,195916,W01000917
271594,125953,E01020137
271643,197409,W01000916
271742,204954,W01000947
271861,234581,W01000647
272091,376351,W01000171
272137,204084,W01000948
272184,109787,E01020073
272351,196653,W01000914
272361,131063,E01020131
272397,148794,E01020126
272438,78825,E01020259
272599,203415,W01000888
272609,227032,W01000687
272639,197293,W01000913
272641,197683,W01000915
272683,317918,W01000067
272774,205211,W01000946
272902,317557,W01000068
272914,197163,W01000912
272945,43905,E01020189
273462,100944,E01020076
273480,198018,W01000922
273515,38801,E01020173
273549,377180,W01000125
273568,66229,E01020198
273597,44622,E01020169
273614,198102,W01000923
273628,190941,W01000964
273662,213545,W01000719
273670,203010,W01000956
273758,64761,E01020157
273813,65854,E01020199
273875,194453,W01000897
273880,43936,E01020168
273892,195123,W01000896
273921,203593,W01000955
274021,190525,W01000963
274042,191156,W01000961
274042,198433,W01000904
274112,320977,W01000057
274120,68813,E01020197
274200,194405,W01000895
274347,200193,W01000902
274378,190784,W01000962
274473,196026,W01000937
274483,195184,W01000894
274497,198414,W01000907
274532,191564,W01000883
274560,198819,W01000905
274590,212306,W01000919
274604,190332,W01000958
274618,199291,W01000903
274622,193220,W01000891
274654,49649,E01020142
274832,189988,W01000957
274859,196077,W01000936
274961,192834,W01000892
274979,206732,W01000927
275000,196812,W01000934
275023,300938,W01000473
275035,198361,W01000906
275097,189413,W01000959
275277,196990,W01000935
275282,189534,W01000960
275384,197466,W01000939
275439,196621,W01000941
275476,192630,W01000890
275495,86199,E01020258
275531,191450,W01000889
275665,190280,W01000885
275691,355248,W01000121
275733,70058,E01020196
275779,197527,W01000938
275785,198747,W01000908
275810,189977,W01000886
275838,57035,E01020143
276050,190295,W01000884
276078,196210,W01000942
276128,196540,W01000943
276158,70791,E01020195
276185,197723,W01000940
276555,209014,W01000972
276648,41094,E01020174
276706,95037,E01020082
276709,196406,W01000909
276715,234395,W01000679
276737,372229,W01000124
276904,190198,W01000950
276962,208708,W01000973
277013,210328,W01000437
277018,189708,W01000951
277059,196213,W01000910
277066,196683,W01000911
277115,198631,W01000969
277212,189338,W01000952
277222,200002,W01000887
277295,190329,W01000949
277340,378273,W01000129
277362,382376,W01000147
277496,376983,W01000131
277569,364208,W01000185
277624,124555,E01020087
277666,188591,W01000967
277723,381451,W01000168
277748,192175,W01000899
277752,199193,W01000970
277829,377300,W01000130
277849,382480,W01000146
277871,189323,W01000966
278036,192511,W01000901
278105,381963,W01000169
278170,236886,W01000678
278245,187890,W01000968
278314,209475,W01000502
278316,192247,W01000900
278367,379019,W01000136
278370,379992,W01000135
278427,381209,W01000187
278444,187246,W01000932
278581,61803,E01020150
278797,381777,W01000186
278949,381107,W01000188
278950,60590,E01020182
278956,210539,W01000505
279046,378580,W01000165
279049,109085,E01020070
279181,74792,E01020237
279207,210769,W01000504
279290,205152,W01000918
279317,100867,E01020083
279443,195515,W01000945
279475,80095,E01020205
279494,381882,W01000132
279547,378406,W01000166
279635,302532,W01000442
279850,381623,W01000133
279893,377926,W01000176
279905,362120,W01000148
280096,60189,E01020184
280158,42158,E01020178
280210,361518,W01000134
280291,60408,E01020183
280358,378105,W01000177
