X,Y,AREACD
458616,102349,E01022805
458625,304501,E01032867
458628,346574,E01028205
458632,298943,E01025986
458644,307406,E01013603
458655,238352,E01027266
458673,300863,E01013691
458679,102895,E01022804
458682,224198,E01028459
458693,346091,E01028208
458696,222741,E01028467
458696,341941,E01013940
458698,341465,E01013942
458719,83639,E01017318
458719,91928,E01017342
458724,313158,E01025737
458724,339641,E01013919
458724,450918,E01013397
458731,450188,E01013358
458746,449139,E01013357
458754,524005,E01012107
458756,403030,E01007647
458765,337125,E01028398
458767,303775,E01013647
458768,101228,E01022819
458772,452386,E01013390
458778,321115,E01025760
458779,132159,E01023278
458785,186352,E01028619
458788,336765,E01028396
458790,223295,E01028456
458794,380620,E01028054
458801,298498,E01025987
458807,298041,E01025989
458808,393196,E01007616
458813,162085,E01022554
458817,345069,E01028175
458821,404817,E01007651
458824,295472,E01025617
458825,342377,E01013936
458827,133506,E01023280
458828,363344,E01028314
458829,180737,E01016257
458829,340924,E01013962
458836,385265,E01028003
458843,237037,E01027264
458865,344013,E01028216
458871,101769,E01022841
458871,338034,E01028384
458885,205599,E01028681
458889,162478,E01022556
458895,308960,E01025678
458897,345618,E01028209
458901,299253,E01025985
458915,454028,E01013435
458921,99365,E01022795
458922,339944,E01013918
458927,83237,E01017319
458950,300541,E01013692
458958,300067,E01013679
458960,225154,E01028478
458972,83863,E01017317
458979,447611,E01013340
458983,384550,E01028004
458999,272487,E01027006
459001,309862,E01025679
459004,451818,E01013391
459011,223588,E01028457
459014,92460,E01017337
459016,381454,E01028052
459024,102325,E01022840
459030,344644,E01028177
459043,185953,E01028618
459051,170392,E01016266
459053,339594,E01013921
459073,403545,E01007649
459074,237513,E01027265
459081,91706,E01017339
459085,393400,E01007612
459090,207098,E01028639
459092,378958,E01028068
459093,301556,E01013690
459110,346203,E01028206
459111,304181,E01032873
459112,343099,E01028194
459116,168750,E01016327
459125,524111,E01012106
459144,341245,E01013939
459156,378444,E01028065
459159,306034,E01013716
459162,402620,E01007644
459165,355937,E01028298
459174,343728,E01028214
459191,435813,E01027887
459192,128245,E01023225
459193,165117,E01016254
459196,221495,E01028464
459199,357931,E01028343
459210,478516,E01027775
459212,193605,E01028606
459212,403849,E01007567
459213,337215,E01028355
459215,380845,E01028053
459215,454489,E01013431
459222,222156,E01028463
459225,304570,E01032872
459236,342552,E01028195
459251,302092,E01013689
459269,303699,E01013646
459278,453905,E01013428
459286,337543,E01028354
459289,308487,E01025681
459290,338341,E01028386
459299,346631,E01028207
459300,298094,E01025988
459301,452984,E01013346
459311,306018,E01013719
459314,340602,E01013916
459316,223848,E01028458
459323,336438,E01028397
459325,92080,E01017340
459333,404998,E01007652
459336,306353,E01013715
459352,340024,E01013917
459356,380110,E01028042
459357,345770,E01028174
459363,446639,E01013342
459371,92657,E01017336
459373,305281,E01013754
459379,99308,E01022838
459384,515027,E01012124
459391,363477,E01028313
459406,307036,E01013628
459414,344255,E01028218
459415,451003,E01013417
459422,106197,E01022766
459433,525047,E01012101
459445,377929,E01028067
459465,309436,E01025684
459467,337999,E01028385
459468,447348,E01013341
459476,453543,E01013349
459480,341927,E01028163
459484,341499,E01028161
459484,379586,E01028045
459491,300644,E01013709
459494,524249,E01012105
459495,302209,E01013643
459498,305086,E01013755
459500,523589,E01032560
459506,84873,E01017350
459506,161832,E01022553
459512,335448,E01028373
459512,381361,E01028051
459515,523078,E01012129
459517,223451,E01028455
459523,342954,E01028196
459523,345137,E01028183
459531,301180,E01013705
459531,309873,E01025683
459535,404390,E01007565
459556,221753,E01028465
459556,336895,E01028356
459560,356120,E01028300
459562,99624,E01022837
459580,346198,E01028173
459604,343461,E01028193
459612,458439,E01013377
459614,306731,E01013625
459618,100791,E01032884
459625,205605,E01028684
459629,305786,E01013720
459633,299993,E01025995
459635,302481,E01013650
459642,161255,E01022560
459643,340823,E01013913
459647,358043,E01028342
459657,393751,E01007614
459660,403667,E01007568
459667,84214,E01017349
459685,92396,E01017335
459695,306342,E01013713
459710,342183,E01028162
459717,450336,E01013412
459718,91682,E01017345
459722,105884,E01022769
459723,246855,E01027306
459726,452614,E01013344
459738,378568,E01028066
459744,515640,E01032549
459762,176458,E01016256
459765,380105,E01028044
459776,100778,E01022806
459780,393213,E01007615
459787,299371,E01025997
459796,298842,E01025994
459796,453572,E01013347
459798,300424,E01032599
459799,430724,E01027881
459811,149186,E01022518
459822,189842,E01028674
459822,301893,E01013702
459829,303792,E01013760
459837,335532,E01028372
459841,304188,E01013748
459846,306615,E01013626
459848,307423,E01013738
459857,84544,E01017348
459860,302734,E01013649
459862,98787,E01022794
459865,453197,E01013345
459867,275650,E01027030
459878,356327,E01028299
459884,451145,E01013416
459898,161899,E01022555
459898,404127,E01007564
459899,305972,E01013718
459900,404833,E01007570
459905,99908,E01022839
459905,336173,E01028374
459909,304462,E01013746
459911,149869,E01022517
459914,309733,E01025682
459918,523747,E01012143
459924,306222,E01013714
459925,101793,E01022815
459940,342843,E01028197
459958,302450,E01013642
459966,306831,E01013630
459966,346119,E01028181
459969,378156,E01028064
459976,450233,E01013414
459979,341524,E01028160
459987,450715,E01013413
459996,379634,E01028043
459999,101494,E01022813
460001,344612,E01028179
460005,101032,E01022817
460005,300949,E01013707
460006,345616,E01028180
460013,304677,E01013742
460014,401566,E01007527
460016,161118,E01022558
460021,345152,E01028182
460035,92091,E01017346
460035,340835,E01013914
460035,525235,E01012100
460039,431748,E01027913
460045,99296,E01022796
460049,430478,E01027880
460059,524045,E01012142
460062,147756,E01032848
460063,303594,E01013763
460071,451551,E01033068
460080,307039,E01013629
460082,451391,E01033069
460086,523108,E01012131
460094,91470,E01017343
460097,522616,E01012128
460098,358298,E01028296
460115,299856,E01032600
460121,84841,E01017347
460127,358010,E01028344
460131,453712,E01013350
460142,304002,E01013753
460146,180745,E01028645
460151,524577,E01012144
460154,341185,E01028159
460154,458301,E01013372
460171,336927,E01028375
460171,452441,E01013366
460176,304506,E01013744
460180,515189,E01032548
460183,189610,E01028676
460186,405105,E01007650
460187,289898,E01025810
460195,303784,E01013761
460207,400946,E01007520
460213,298097,E01025990
460215,403728,E01007569
460217,198262,E01028603
460228,304148,E01013751
460228,323347,E01025761
460232,100613,E01022807
460239,342489,E01028212
460244,306422,E01013627
460248,450939,E01013418
460251,205486,E01028682
460258,102085,E01022814
460260,303421,E01013765
460274,304763,E01013743
460275,457361,E01013371
460280,229037,E01028484
460294,188932,E01028617
460316,307995,E01013734
460318,150471,E01022516
460320,100106,E01022832
460320,181630,E01028644
460331,301373,E01013703
460339,190084,E01028675
460340,304483,E01013745
460342,101134,E01022816
460359,314674,E01025748
460364,305983,E01013717
460364,404333,E01007566
460365,402268,E01007526
460366,91473,E01017344
460369,453184,E01013343
460373,432602,E01027906
460378,522827,E01012127
460387,147964,E01032849
460387,336110,E01028377
460391,149604,E01022519
460400,305315,E01013654
460407,151469,E01022486
460416,303260,E01013756
460421,148570,E01032850
460424,172552,E01016264
460426,299379,E01026005
460427,219654,E01028425
460432,161704,E01022557
460434,99758,E01022831
460434,105803,E01022770
460451,340385,E01013915
460453,303678,E01013762
460459,304871,E01013657
460460,337208,E01028376
460470,298698,E01025992
460474,315938,E01025749
460490,304022,E01013752
460500,341529,E01028164
460527,343127,E01028204
460528,457974,E01013370
460529,302325,E01013711
460531,306485,E01013624
460536,161095,E01022559
460543,522574,E01012130
460575,99287,E01022797
460577,101431,E01022823
460581,401133,E01007521
460590,297659,E01025991
460599,438473,E01027902
460602,114075,E01023277
460608,100894,E01022818
460616,524826,E01012102
460618,189297,E01028677
460626,98466,E01022799
460627,457276,E01013374
460632,151074,E01022485
460633,304726,E01013659
460635,302659,E01013710
460641,86912,E01017289
460648,305146,E01013656
460651,315156,E01025751
460652,299970,E01032601
460655,432777,E01027907
460658,452400,E01013369
460673,307658,E01013739
460675,341960,E01028211
460679,298231,E01025993
460681,450540,E01013361
460681,452864,E01013368
460687,152094,E01022569
460690,342505,E01028202
460696,406074,E01007656
460707,303461,E01013758
460712,100435,E01022833
460720,105267,E01022759
460737,453260,E01013348
460751,349508,E01028152
460764,101763,E01022825
460765,341247,E01028155
460765,458556,E01013376
460773,304179,E01013750
460776,340720,E01028157
460776,451606,E01033070
460787,306997,E01013741
460791,301572,E01013704
460801,305481,E01013655
460805,514977,E01033472
460832,454984,E01013404
460847,149407,E01022509
460848,450107,E01013362
460856,222544,E01028499
460862,343184,E01028203
460863,151463,E01022487
460871,457886,E01013373
460888,149033,E01022511
460890,315618,E01025750
460892,398432,E01007593
460895,302099,E01013712
460897,334202,E01028412
460907,308289,E01013735
460913,305168,E01013658
460913,455535,E01013410
460928,431470,E01027912
460928,431842,E01027911
460935,516422,E01012119
460945,307373,E01013740
460953,524293,E01012178
460954,301220,E01013706
460965,99275,E01022845
460965,99928,E01022812
460972,400568,E01007523
460983,516364,E01012121
460985,451055,E01013364
460988,430556,E01027882
460991,432507,E01027908
460992,305999,E01013651
460993,148418,E01022512
460993,299613,E01026003
461004,515978,E01012118
461008,331180,E01028380
461008,451519,E01033067
461008,523255,E01012179
461011,304104,E01013747
461015,303267,E01013766
461017,106279,E01022768
461031,152752,E01022566
461041,309151,E01025763
461045,524765,E01012184
461075,306233,E01013652
461081,104997,E01022760
461085,302865,E01013759
461086,304581,E01013662
461086,431023,E01027879
461113,151270,E01022484
461114,398180,E01007592
461116,453735,E01013386
461125,342519,E01028190
461131,349686,E01028153
461135,401293,E01007524
461136,101399,E01022824
461138,452976,E01013382
461141,298943,E01025999
461149,523925,E01012176
461154,150599,E01022515
461172,449091,E01013365
461184,432841,E01027905
461189,308618,E01025765
461190,298466,E01026001
461198,99842,E01022810
461210,242066,E01027261
461220,341655,E01028210
461235,105578,E01022765
461239,98362,E01022798
461240,522763,E01012180
461256,306646,E01013732
461259,330726,E01028383
461262,340984,E01028156
461271,397470,E01007597
461292,297860,E01025998
461294,100322,E01022811
461298,149650,E01022478
461299,515960,E01012117
461304,308041,E01013737
461311,449766,E01013360
461312,162384,E01022537
461312,305090,E01013665
461321,408245,E01007624
461323,344831,E01028178
461330,153175,E01022570
461330,160143,E01022536
461335,99433,E01022843
461343,153724,E01032841
461352,452283,E01013383
461352,514822,E01012183
461359,152470,E01022568
461360,148796,E01022510
461361,451162,E01013363
461375,401970,E01007528
461379,340476,E01028188
461408,305606,E01013653
461409,309737,E01025766
461419,342728,E01028192
461422,303401,E01013764
461448,299407,E01026004
461450,106141,E01022767
461458,397772,E01007590
461459,402421,E01007525
461461,339959,E01028184
461465,454552,E01013405
461468,302908,E01013757
461474,304545,E01013663
461494,391717,E01028024
461495,342165,E01028191
461495,349118,E01028151
461496,454201,E01013406
461502,406802,E01007477
461504,151648,E01022551
461508,151076,E01022549
461514,304017,E01013749
461520,455992,E01013407
461524,331659,E01028379
461526,401514,E01007522
461526,458388,E01013375
461529,454996,E01013411
461542,308983,E01025764
461542,311528,E01025757
461547,419888,E01013075
461574,483830,E01027781
461578,524171,E01012186
461583,453787,E01013385
461597,523179,E01012177
461605,515179,E01012182
461609,341337,E01028158
461610,451430,E01013400
461617,155882,E01022547
461626,149227,E01022477
461630,298850,E01026000
461631,150002,E01022474
461649,105019,E01022762
461665,331278,E01028382
461680,452548,E01013380
461696,522398,E01012138
461719,310816,E01025758
461730,153759,E01032840
461741,152790,E01022567
461748,343034,E01028172
461753,191726,E01028599
461766,349616,E01028154
461781,523767,E01012185
461787,300750,E01025977
461797,407498,E01007623
461802,397799,E01007595
461804,400995,E01007607
461810,404658,E01033259
461815,305012,E01013660
461817,405237,E01007478
461828,520727,E01012139
461843,515750,E01012120
461845,308156,E01013736
461848,143017,E01022561
461851,99951,E01032878
461861,104783,E01022761
461865,105646,E01022764
461870,405025,E01033260
461871,407997,E01007621
461872,309678,E01025767
461898,304525,E01013661
461900,409360,E01007630
461926,406749,E01007476
461928,106270,E01022763
461931,392238,E01028028
461933,149619,E01022479
461935,308722,E01025762
461938,452848,E01013379
461946,431983,E01027909
461950,340998,E01028186
461954,456525,E01013408
461972,301868,E01025973
461998,151302,E01022550
461999,366851,E01028321
462002,311284,E01025756
462019,307912,E01013733
462023,432685,E01027878
462028,305926,E01013697
462037,342139,E01028170
462040,150813,E01022548
462054,455674,E01013409
462055,300213,E01025976
462065,451724,E01013399
462066,431283,E01027910
462072,341686,E01028171
462076,349476,E01028150
462083,303494,E01013668
462096,91138,E01017351
462114,301157,E01025974
462114,437875,E01027901
462117,99876,E01032879
462120,452189,E01013384
462128,330900,E01028381
462140,453360,E01013387
462141,401315,E01007604
462144,192095,E01028600
462150,397646,E01007591
462161,342793,E01028169
462162,451190,E01013403
462187,398393,E01007598
462200,407536,E01007622
462215,366588,E01028323
462251,406823,E01007475
462276,122008,E01023282
462278,520977,E01012140
462292,408958,E01007631
462296,305558,E01013699
462305,151474,E01022552
462320,400819,E01007605
462326,180634,E01028642
462334,149615,E01022480
462339,341311,E01028185
462351,340870,E01028187
462402,304486,E01013664
462412,391982,E01028026
462413,188679,E01028620
462420,452398,E01013381
462450,450383,E01013378
462455,299512,E01025972
462461,106343,E01017116
462471,217502,E01028500
462480,387331,E01028000
462510,451681,E01013401
462514,116637,E01023235
462521,404210,E01007483
462533,267320,E01027017
462534,311026,E01025755
462535,150251,E01022476
462563,149818,E01022475
462572,259192,E01027024
462573,105990,E01017113
462577,300181,E01025978
462577,458486,E01013436
462595,250812,E01027262
462622,108900,E01023224
462622,162003,E01022493
462645,305135,E01013771
462669,397795,E01007594
462677,342106,E01028168
462691,445099,E01013450
462712,304048,E01013667
462714,400335,E01007606
462719,301122,E01025975
462722,311862,E01025759
462724,405305,E01007480
462726,398384,E01007596
462734,303173,E01013670
462764,90681,E01017352
462769,304641,E01013671
462773,232151,E01028483
462797,88907,E01017288
462802,267747,E01027016
462812,328384,E01028421
462836,451475,E01013398
462836,452898,E01013389
462853,453388,E01013388
462881,259423,E01027025
462885,404900,E01007482
462921,151715,E01022482
462921,299789,E01025971
462925,459993,E01013440
462958,366143,E01028322
462963,311035,E01025754
462977,152092,E01032845
462980,300404,E01025979
462982,305247,E01013770
463001,153824,E01022543
463004,311520,E01025753
463010,404288,E01007486
463022,391817,E01028027
463047,106287,E01017119
463048,522582,E01012141
463054,401566,E01007603
463055,306712,E01013696
463067,151326,E01022481
463086,153032,E01022526
463099,176178,E01016314
463105,460664,E01013438
463109,442671,E01027903
463112,522066,E01012154
463123,150591,E01022505
463124,303892,E01013672
463157,307422,E01032863
463159,202804,E01028646
463194,267479,E01027015
463208,99844,E01033380
463226,405298,E01007479
463251,451005,E01013402
463253,304884,E01013773
463264,152402,E01032846
463266,299361,E01025970
463280,100481,E01033381
463284,451881,E01013419
463296,99498,E01033384
463312,433930,E01027876
463330,311353,E01025752
463352,347848,E01028213
463355,305661,E01013700
463366,434731,E01027877
463376,404606,E01007484
463377,272002,E01027027
463389,100215,E01033383
463450,300852,E01025980
463453,404038,E01007485
463459,105371,E01017114
463460,306948,E01032865
463461,153380,E01022525
463468,197132,E01028610
463476,391797,E01028025
463487,300021,E01025983
463492,306191,E01013694
463505,151681,E01022503
463509,300507,E01025981
463520,303285,E01013669
463530,106396,E01017117
463543,154212,E01032844
463552,153905,E01022542
463554,100458,E01017034
463562,166193,E01016309
463580,307358,E01032862
463603,191044,E01028601
463656,522504,E01012157
463659,106119,E01017120
463672,451594,E01013420
463698,177599,E01028643
463715,150764,E01022504
463716,154729,E01032843
463716,484919,E01027780
463728,284243,E01025771
463729,99340,E01017131
463732,304529,E01013767
463749,191120,E01028602
463783,303892,E01013666
463809,461050,E01013439
463815,305246,E01013768
463849,299489,E01025984
463874,521994,E01012155
463885,152424,E01032842
463936,196818,E01028609
463946,313328,E01025685
463947,176327,E01016313
463953,171082,E01016345
463970,234851,E01017717
464003,305754,E01013698
464007,99771,E01017132
464009,152978,E01022527
464029,421763,E01013077
464031,312483,E01025731
464042,98951,E01017127
464046,212012,E01017643
464053,299860,E01025982
464064,153485,E01022524
464071,99286,E01017135
464082,152055,E01032847
464116,154689,E01022539
464142,401904,E01007601
464143,181926,E01028685
464152,411246,E01007626
464179,306272,E01013695
464231,100140,E01017032
464235,338974,E01028394
464243,154027,E01022540
464262,522151,E01012156
464273,313582,E01025686
464275,407814,E01007561
464280,314270,E01025769
464287,343774,E01028148
464288,171525,E01016344
464298,102921,E01017104
464316,305261,E01032597
464322,105958,E01017112
464340,99505,E01017133
464356,260510,E01027011
464369,304887,E01013772
464370,102698,E01017106
464376,411724,E01007628
464389,151125,E01022507
464404,106280,E01017115
464414,99757,E01017130
464418,98544,E01017123
464420,356920,E01028327
464441,334754,E01028368
464442,280628,E01027026
464464,99119,E01017125
464465,153199,E01022523
464510,88048,E01017284
464516,102451,E01017109
464530,154309,E01032851
464532,411253,E01007629
464548,102251,E01017108
464553,167001,E01016328
464561,293955,E01025780
464567,101474,E01017103
464579,101042,E01017038
464593,100015,E01017035
464602,204464,E01028647
464609,304083,E01025812
464609,422021,E01013073
464626,100626,E01017040
464629,99494,E01017128
464642,152129,E01022502
464644,360879,E01028297
464650,98875,E01017122
464660,424122,E01027885
464689,102781,E01017105
464713,425888,E01027883
464729,315932,E01025768
464731,181693,E01028686
464745,339360,E01028414
464752,99731,E01017129
464753,131851,E01022627
464768,101189,E01017037
464780,305320,E01032598
464782,101746,E01017102
464796,335214,E01028370
464799,312042,E01025730
464805,164695,E01016307
464824,102047,E01017111
464825,223232,E01017693
464836,98469,E01017121
464838,106205,E01017118
464859,105836,E01017053
464880,293158,E01025778
464891,356613,E01028328
464904,409462,E01007556
464905,102592,E01017107
464906,151339,E01022506
464926,101373,E01017036
464935,99525,E01017022
464943,100830,E01017039
464955,411905,E01007627
464970,98886,E01017126
464971,410108,E01007563
464979,100364,E01017031
464986,393300,E01007610
464993,99183,E01017124
464993,347213,E01028331
464998,293187,E01025779
465008,344053,E01028149
465010,111921,E01023231
465023,207462,E01017683
465072,298128,E01025781
465083,103897,E01017089
465084,102900,E01017087
465088,360272,E01028295
465094,408565,E01007562
465096,334503,E01028369
465102,103132,E01017084
465116,167242,E01016268
465117,98282,E01017073
465121,105749,E01017052
465130,399753,E01007608
465136,87679,E01017285
465136,102143,E01017110
465141,159051,E01022546
465143,401232,E01007600
465148,334786,E01028366
465165,339616,E01028413
465187,304231,E01025813
465206,99486,E01017024
465218,335180,E01028367
465229,98775,E01017071
465237,102527,E01017088
465260,100366,E01017080
465265,409522,E01007555
465286,101134,E01017077
465290,425977,E01027884
465291,101535,E01017075
465292,103705,E01017091
465294,99794,E01017028
465306,408398,E01007560
465308,413509,E01007625
465320,98573,E01017072
465331,393802,E01007609
465355,466118,E01027799
465370,101699,E01017082
465374,99118,E01017027
465375,340238,E01028415
465376,100660,E01017079
465396,103375,E01017092
465433,105692,E01017051
465434,213990,E01017642
465441,101881,E01017045
465449,155146,E01022495
465451,111752,E01023233
465462,166824,E01016267
465469,102097,E01017044
465479,101242,E01017078
465489,100326,E01017081
465502,105291,E01017054
465527,102374,E01017041
465530,339224,E01028393
465531,455867,E01013437
465541,99721,E01017030
465550,409933,E01007554
465555,518577,E01012164
465557,99413,E01017025
465562,136326,E01022596
465572,100727,E01017076
465631,367192,E01028341
465645,103079,E01017086
465648,521187,E01012160
465650,167465,E01016270
465653,173102,E01016258
465720,102628,E01017049
465725,153353,E01022471
465726,98711,E01017070
465738,104032,E01017090
465739,175072,E01016315
465767,154747,E01022494
465776,99118,E01017026
465811,101872,E01017042
465818,171583,E01016276
465819,102131,E01017043
465829,101617,E01017083
465836,298045,E01025782
465839,159133,E01022491
465848,172854,E01016259
465850,103540,E01017085
465851,409412,E01007558
465854,520600,E01012158
465856,367839,E01028340
465862,164464,E01016308
465907,99419,E01017023
465912,111607,E01023234
465919,99709,E01017029
465920,432636,E01027897
465931,516948,E01012181
465933,258434,E01027287
465946,155581,E01022497
465951,174324,E01016261
465974,105335,E01017055
465977,173545,E01016262
465996,387997,E01028034
466006,104828,E01017057
466056,105800,E01017050
466071,175618,E01016318
466074,100843,E01017019
466087,103045,E01017048
466089,102547,E01017047
466102,153936,E01022470
466112,172028,E01016273
466138,101770,E01017013
466154,99203,E01017097
466160,99962,E01017099
466164,98779,E01017069
466174,409668,E01007553
466195,174707,E01016350
466197,519089,E01012165
466206,298276,E01025783
466269,155289,E01022498
466286,173727,E01016432
466302,368583,E01028339
466305,99507,E01017094
466308,134669,E01022595
466310,339347,E01028395
466313,521110,E01012161
466316,101534,E01017016
466319,176129,E01016316
466320,101207,E01017018
466324,102042,E01017014
466327,167656,E01016269
466330,172614,E01016260
466336,105214,E01017056
466368,521556,E01012159
466378,519379,E01012163
466385,156051,E01022496
466395,111576,E01023232
466428,105898,E01017063
466461,175907,E01016317
466478,99149,E01017098
466500,98873,E01017068
466505,171702,E01016275
466507,100037,E01017101
466535,175174,E01016349
466574,173185,E01016436
466585,104588,E01017058
466597,368038,E01028338
466603,99494,E01017095
466631,173998,E01016431
466698,100686,E01017020
466711,158583,E01022490
466762,152956,E01022467
466768,101459,E01017015
466772,100018,E01017100
466777,101044,E01017017
466827,105140,E01017060
466839,249742,E01027289
466858,174338,E01016380
466889,99152,E01017067
466889,152240,E01022469
466894,105614,E01017064
466912,243976,E01027295
466915,452542,E01013352
466952,99613,E01017096
466977,346113,E01028330
467023,103657,E01017046
467040,269903,E01027021
467048,174985,E01016384
467059,106906,E01022947
467063,368743,E01028301
467064,135402,E01022594
467142,368083,E01028302
467146,173278,E01016435
467179,173694,E01016433
467202,100397,E01017021
467253,400426,E01007599
467272,106014,E01017061
467297,518546,E01012162
467323,399433,E01007602
467332,105286,E01017059
467349,134939,E01022593
467373,171803,E01016272
467396,452633,E01013351
467406,516190,E01012132
467419,356981,E01028329
467422,107842,E01022948
467438,171512,E01016274
467502,174069,E01016383
467525,99934,E01017093
467535,107229,E01022951
467551,383718,E01028036
467573,253738,E01027277
467588,430595,E01027896
467600,110444,E01022975
467632,409216,E01007559
467660,174693,E01016385
467667,108288,E01022962
467670,99212,E01017074
467682,110931,E01022930
467691,183826,E01028611
467751,293980,E01025785
467767,231954,E01017718
467831,330466,E01028402
467836,111289,E01022935
467842,173343,E01016434
467875,303601,E01025814
467882,172869,E01016394
467894,171750,E01016271
467964,256993,E01027283
467996,224903,E01017694
468005,108466,E01022959
468018,107667,E01022950
468036,158102,E01022492
468044,172130,E01016422
468046,111686,E01022934
468054,174218,E01016381
468067,105450,E01017066
468095,220604,E01017673
468107,445027,E01013452
468128,257447,E01027282
468130,345779,E01028332
468136,110409,E01022976
468170,293591,E01025787
468218,370589,E01028303
468219,520025,E01012097
468221,105993,E01017062
468231,109396,E01022973
468237,152200,E01022468
468249,173596,E01016396
468252,108747,E01022965
468265,107248,E01022952
468265,437100,E01027900
468301,171804,E01016421
468310,148392,E01022562
468318,108094,E01022961
468323,335880,E01028419
468334,405790,E01007557
468352,105707,E01032604
468354,289945,E01025788
468369,293979,E01025786
468384,375422,E01028040
468420,413437,E01007639
468428,412576,E01007640
468456,172960,E01016395
468477,174229,E01016382
468513,111684,E01022933
468520,173761,E01016397
468520,519515,E01012099
468544,107086,E01022949
468651,110926,E01022931
468672,194517,E01028680
468693,109885,E01022972
468698,248147,E01027300
468701,108816,E01022963
468714,422540,E01013072
468723,414008,E01007636
468734,172128,E01016420
468735,248681,E01027303
468779,171731,E01016423
468797,138054,E01022591
468819,112269,E01032618
468820,173802,E01016398
468894,520070,E01012095
468951,480742,E01027800
468953,173343,E01016399
468957,108378,E01022960
468990,111733,E01022919
469039,413840,E01007637
469045,324615,E01025909
469050,121910,E01022592
469056,111340,E01022920
469079,219789,E01017674
469100,247955,E01027299
469105,339726,E01028360
469141,414644,E01007635
469146,195205,E01028679
469163,519783,E01012098
469164,106133,E01032605
469177,113396,E01022606
469186,247518,E01027298
469207,108729,E01022964
469218,173532,E01016400
469223,260812,E01027286
469247,413180,E01007638
469249,208858,E01017682
469279,112454,E01032616
469310,381826,E01028016
469311,109471,E01022974
469347,109902,E01022971
469354,209011,E01017681
469364,353481,E01028348
469367,412743,E01007642
469390,249469,E01027301
469403,412466,E01007641
469422,172523,E01016419
469454,233860,E01017645
469464,382262,E01028014
469467,233416,E01017649
469468,317743,E01025888
469471,339612,E01028361
469491,248035,E01027302
469496,173217,E01016356
469499,486567,E01027784
469505,112774,E01022611
469518,173839,E01016359
469519,486226,E01027783
469539,415722,E01007632
469565,111165,E01022918
469567,474675,E01027782
469583,234458,E01017646
469592,391731,E01028023
469598,171973,E01016424
469611,415278,E01007634
469638,353882,E01028347
469662,111723,E01032617
469669,380551,E01028021
469670,343188,E01028403
469673,259178,E01027285
469690,178563,E01028659
469692,459409,E01027797
469716,110644,E01022921
469771,173472,E01016361
469794,379730,E01028017
469814,339943,E01028362
469860,447741,E01013451
469872,110093,E01022922
469882,172854,E01016392
469886,112911,E01022614
469895,415607,E01007633
469896,173195,E01016357
469903,226964,E01017713
469957,107243,E01022907
469969,106679,E01022909
469975,176355,E01016387
469980,507727,E01027813
469985,354579,E01028346
470004,112060,E01032615
470031,175520,E01016386
470037,379431,E01028019
470071,116233,E01022590
470075,173618,E01016360
470076,113340,E01022613
470077,233032,E01017650
470083,171985,E01016389
470126,381728,E01028013
470137,181684,E01028662
470140,107986,E01022902
470153,205650,E01028672
470183,379171,E01028018
470190,107582,E01022899
470222,382103,E01028015
470229,380651,E01028020
470240,339846,E01028358
470245,226994,E01017714
470286,114590,E01022608
470288,172505,E01016393
470290,187745,E01028678
470291,492026,E01027777
470314,234604,E01017647
470339,108510,E01022901
470348,236834,E01032960
470408,233408,E01017648
470420,173448,E01016358
470430,287608,E01025789
470431,115141,E01022607
470446,116025,E01022588
470513,318970,E01025883
470518,180629,E01028665
470541,106854,E01022911
470575,233988,E01017644
470581,109160,E01022966
470600,175506,E01016426
470622,353989,E01028345
470648,107719,E01022900
470651,99544,E01022943
470656,172829,E01016390
470666,115839,E01022589
470684,112948,E01022610
470692,265208,E01026998
470694,176080,E01016425
470703,173558,E01016353
470743,180312,E01028663
470743,205550,E01028671
470752,519322,E01012096
470769,172229,E01016388
470775,380180,E01028022
470789,206425,E01028669
470796,108834,E01022967
470803,173250,E01033422
470824,108563,E01022968
470853,107212,E01022908
470870,262023,E01027212
470886,381317,E01028011
470909,176581,E01016430
470927,262415,E01027209
470945,179880,E01028664
470952,339498,E01028359
470970,173259,E01033423
470979,138797,E01022578
471033,107984,E01022970
471058,206138,E01028666
471079,108456,E01022969
471104,175589,E01016428
471124,349696,E01028351
471131,380626,E01028012
471137,174236,E01016355
471140,139752,E01022572
471144,172680,E01016391
471156,260998,E01032976
471205,339947,E01028357
471210,381578,E01028008
471220,99043,E01022942
471221,319222,E01025884
471222,262789,E01027208
471223,175032,E01016364
471226,106671,E01022910
471226,364186,E01028312
471312,167560,E01016682
471318,381931,E01028009
471319,281277,E01027005
471321,455010,E01013061
471326,205899,E01028668
471342,262225,E01027211
471357,165906,E01016690
471362,173085,E01033420
471393,375146,E01028006
471399,379768,E01028010
471421,100030,E01022946
471428,436221,E01013022
471429,173669,E01033415
471437,107784,E01022905
471437,108735,E01022906
471467,140082,E01022571
471499,139046,E01022577
471504,518440,E01033473
471517,205241,E01028673
471545,174775,E01016362
471545,270225,E01027022
471551,172599,E01016374
471584,455485,E01013060
471593,206079,E01028667
471599,205543,E01028670
471607,260965,E01032975
471707,107440,E01022904
471711,175435,E01016427
471714,106270,E01022953
471742,140507,E01022580
471769,176196,E01016409
471792,172310,E01016375
471796,261663,E01027215
471801,170828,E01016442
471828,105623,E01022954
471831,172882,E01016378
471832,172552,E01016379
471854,424366,E01013074
471863,99359,E01022945
471876,262482,E01027207
471888,108174,E01022903
471897,171695,E01016377
471900,169310,E01016439
471906,262049,E01027210
