X,Y,AREACD
352111,320920,E01028861
352119,240239,E01013988
352124,377765,E01018688
352137,397786,E01006850
352150,376913,E01018690
352160,430236,E01025232
352168,430730,E01025311
352212,391623,E01006909
352214,529653,E01019332
352215,427683,E01025408
352221,422342,E01025416
352231,404818,E01025537
352233,378403,E01018685
352247,274452,E01029011
352272,381720,E01012397
352274,435038,E01025277
352276,176016,E01014786
352294,123612,E01029198
352325,469950,E01025130
352344,409908,E01025539
352358,416572,E01024966
352364,392147,E01006896
352365,393304,E01006846
352373,490666,E01019367
352374,274870,E01029012
352388,431120,E01025309
352398,206650,W01001595
352400,381244,E01012399
352401,478934,E01019347
352411,430489,E01025312
352421,530344,E01019328
352435,193652,W01001586
352448,396449,E01006814
352456,395695,E01006873
352468,171193,E01014849
352481,177440,E01014499
352486,387816,E01012392
352498,491445,E01019362
352511,391566,E01006908
352514,386225,E01012412
352517,116236,E01029159
352535,165428,E01014848
352538,427186,E01025427
352539,493304,E01019359
352544,426568,E01025429
352553,431615,E01025239
352559,239681,E01014091
352564,393717,E01006845
352567,421868,E01025459
352577,432763,E01025258
352589,377294,E01018687
352599,492109,E01019366
352600,175603,E01014787
352600,219696,E01014050
352634,433431,E01025259
352637,396832,E01006810
352640,386714,E01012413
352642,177036,E01014493
352649,395022,E01006874
352654,393028,E01006847
352655,382137,E01012402
352658,378364,E01018686
352662,194126,W01001585
352664,399391,E01006807
352670,240538,E01014095
352691,392059,E01006897
352704,392613,E01006901
352704,430708,E01025310
352704,561028,E01019201
352753,490808,E01019368
352763,368270,E01018350
352777,397320,E01006852
352789,403429,E01006366
352804,529957,E01019326
352833,381562,E01012396
352847,492657,E01019358
352874,176557,E01014494
352888,403213,E01006367
352889,391117,E01006898
352894,380454,E01012373
352896,399990,E01006806
352897,431144,E01025308
352914,422424,E01025415
352942,432663,E01025256
352943,396284,E01006812
352949,431862,E01025241
352951,409302,E01006321
352954,145761,E01029061
352960,387184,E01012411
352961,429162,E01025289
352963,404231,E01006365
352965,382705,E01012404
352968,400392,E01006802
352968,421611,E01025447
352968,426852,E01025428
352975,267666,E01014096
353001,240359,E01014094
353006,382152,E01012403
353026,396858,E01006811
353028,235262,E01014026
353040,427383,E01025449
353044,561552,E01019202
353045,464316,E01025131
353047,429790,E01025314
353089,386772,E01012414
353092,421131,E01025445
353098,395308,E01006871
353099,476700,E01019348
353105,117221,E01029160
353106,428495,E01025291
353125,239609,E01014090
353140,405103,E01006362
353141,271644,E01028996
353164,380916,E01012408
353168,430412,E01025313
353183,177075,E01014492
353190,431211,E01025276
353195,428987,E01025290
353207,427969,E01025448
353215,193019,W01001559
353219,176595,E01014495
353260,415187,E01024923
353291,177577,E01014498
353310,192464,W01001584
353321,430865,E01025274
353338,421743,E01025446
353345,116730,E01029162
353348,402018,E01006368
353357,245747,E01014081
353360,409760,E01006320
353366,433178,E01025299
353368,404645,E01006364
353386,128537,E01029211
353395,412297,E01025538
353411,193684,W01001587
353411,341454,E01028897
353418,393487,E01006844
353418,427122,E01025450
353438,400368,E01006804
353439,422410,E01025423
353445,423851,E01025420
353449,387258,E01012410
353479,433525,E01025302
353483,379860,E01012372
353486,560882,E01019200
353496,396416,E01006815
353503,239354,E01014093
353510,382148,E01012383
353523,432439,E01025242
353585,157791,E01014383
353599,394624,E01006875
353601,192000,W01001593
353636,395244,E01006821
353649,302174,E01028961
353653,170063,E01014851
353670,430172,E01025292
353681,405333,E01006363
353701,117172,E01029161
353737,430642,E01025275
353740,382652,E01012382
353756,113293,E01029178
353760,177577,E01014497
353767,426189,E01025412
353784,380037,E01012371
353797,192139,W01001592
353814,408429,E01006314
353814,429725,E01033223
353819,422798,E01025421
353826,464525,E01025133
353832,426510,E01025411
353851,433670,E01025301
353869,116180,E01029245
353870,342144,E01028892
353878,145358,E01029080
353881,341145,E01028896
353882,394111,E01006899
353909,114751,E01029244
353947,116633,E01029249
353950,395793,E01006819
353954,425447,E01025419
353966,117397,E01029255
353985,380580,E01012409
354020,310481,E01028959
354045,432861,E01025300
354047,381139,E01012407
354059,431528,E01025243
354077,422390,E01025422
354077,428969,E01025306
354081,184845,E01014954
354092,421857,E01025435
354110,251070,E01014025
354117,194496,E01022275
354128,396809,E01006813
354129,134984,E01029019
354135,433292,E01025303
354136,145743,E01029079
354139,393224,E01006900
354150,484965,E01019352
354160,381913,E01012384
354181,395273,E01006820
354196,408314,E01006313
354231,394815,E01006817
354268,430634,E01025294
354274,117046,E01029247
354276,382476,E01012381
354284,396446,E01006818
354303,145290,E01029081
354313,178176,E01014638
354325,340917,E01028894
354333,123009,E01029199
354369,430043,E01025293
354431,429129,E01033226
354452,404707,E01006399
354501,115085,E01029242
354503,381165,E01012406
354508,193584,E01022272
354516,431794,E01025251
354532,429254,E01033224
354533,173590,E01014766
354541,117526,E01029251
354542,165833,E01014847
354550,406039,E01006396
354562,341732,E01028891
354581,426147,E01025462
354587,422543,E01025431
354591,380309,E01012439
354593,430391,E01025244
354595,427128,E01025464
354613,145796,E01029078
354623,195777,E01022274
354633,397068,E01006843
354639,410579,E01006316
354644,421890,E01025430
354654,408666,E01006312
354668,421158,E01025434
354670,539418,E01019322
354672,405375,E01006398
354677,394903,E01006816
354693,425303,E01025442
354704,341309,E01028895
354711,170518,E01014850
354726,114735,E01029243
354727,405817,E01006397
354731,116937,E01029248
354739,409064,E01006318
354759,130934,E01029210
354763,372618,E01018684
354805,430538,E01025246
354812,116368,E01029246
354818,146220,E01029083
354825,191983,E01022273
354827,428803,E01025304
354833,396751,E01006837
354852,425639,E01025444
354860,430073,E01025295
354873,380661,E01012437
354898,374591,E01018698
354899,404524,E01006358
354928,115832,E01029241
354928,178693,E01014640
354944,405344,E01006356
354948,429083,E01025305
354967,423049,E01025418
354980,106795,E01020530
354994,177548,E01014642
354997,178476,E01014639
355017,422647,E01025433
355046,177006,E01014644
355047,426445,E01025461
355058,397935,E01006803
355076,411094,E01006315
355081,430981,E01025245
355085,176471,E01014643
355095,117100,E01029250
355098,257068,E01014024
355102,380174,E01012440
355110,419285,E01024969
355129,421924,E01032929
355132,403744,E01006401
355146,217394,E01014031
355153,382402,E01012444
355157,366770,E01018707
355169,423542,E01025417
355192,419773,E01024967
355203,382774,E01012445
355234,432406,E01025254
355282,402826,E01006394
355283,381639,E01012435
355309,431709,E01025252
355336,425669,E01025443
355339,185208,E01014953
355344,175821,E01014713
355345,177402,E01014641
355355,405184,E01006357
355362,430376,E01025298
355368,338606,E01028893
355371,399615,E01006809
355378,405944,E01006360
355380,404564,E01006359
355384,380938,E01012436
355421,397143,E01006841
355426,429707,E01025247
355460,333556,E01028880
355481,418418,E01024971
355483,396747,E01006838
355511,354782,E01018481
355543,389150,E01012494
355549,362286,E01018723
355549,433021,E01025253
355553,430043,E01025297
355572,116732,E01029231
355588,427234,E01025463
355591,427628,E01025465
355597,542729,E01019320
355613,403396,E01006402
355634,115858,E01029234
355661,419713,E01024968
355662,146227,E01029082
355684,413771,E01024922
355692,402457,E01006395
355705,322238,E01028883
355735,380651,E01012438
355737,400173,E01006805
355740,176800,E01014711
355741,431353,E01025235
355743,382101,E01012434
355752,362358,E01018724
355755,399728,E01006808
355760,410312,E01006319
355764,404633,E01006354
355768,430438,E01025296
355774,429809,E01025250
355794,407494,E01006259
355803,404229,E01006355
355804,387200,E01012530
355807,426731,E01025404
355810,117655,E01029254
355825,204627,E01022263
355826,436563,E01025282
355827,422174,E01024958
355858,175243,E01014709
355875,426334,E01025406
355897,415409,E01024924
355913,418295,E01024970
355921,176153,E01014712
355928,402825,E01006393
355934,179198,E01032516
355944,116489,E01029232
355955,321231,E01028884
355958,406067,E01006361
355964,430855,E01025285
355975,388645,E01012493
355995,403231,E01006400
355996,494629,E01019394
356001,381288,E01012432
356007,432036,E01025237
356008,410744,E01006317
356032,432526,E01025255
356035,241285,E01014022
356048,418653,E01024972
356061,116843,E01029233
356088,405010,E01006351
356096,383301,E01012386
356102,387633,E01012529
356133,405499,E01006350
356142,388099,E01012531
356149,429928,E01025248
356160,404552,E01006353
356162,380809,E01012433
356179,388952,E01012491
356186,117205,E01029235
356197,177043,E01014716
356203,427226,E01025403
356207,146140,E01029084
356210,428098,E01025457
356211,396769,E01006839
356253,422885,E01024957
356258,167594,E01014517
356262,426081,E01025407
356264,413848,E01024961
356271,409865,E01006229
356312,397280,E01006842
356316,431888,E01025238
356318,422291,E01024956
356322,425515,E01025405
356325,410321,E01006238
356326,243106,E01014023
356336,515015,E01019337
356344,420966,E01032928
356361,407209,E01006253
356388,116356,E01029239
356400,175165,E01014710
356405,431399,E01025236
356419,414096,E01024959
356421,335930,E01028881
356425,113469,E01029179
356432,392663,E01012470
356452,403135,E01006403
356480,393138,E01012469
356494,179411,E01014602
356512,430522,E01025286
356521,387376,E01012528
356542,175847,E01014714
356550,414564,E01024960
356589,170521,E01014501
356589,406828,E01006256
356593,403733,E01006404
356598,389400,E01012567
356603,400654,E01006266
356604,169291,E01014520
356622,168687,E01014522
356623,168150,E01014515
356634,117303,E01029237
356639,404897,E01006352
356652,117860,E01029252
356652,167683,E01014516
356659,426414,E01025399
356682,410595,E01006237
356684,395284,E01006865
356692,388780,E01012492
356696,387968,E01012532
356717,397279,E01006840
356726,380687,E01012385
356730,116647,E01029240
356749,156119,E01014418
356758,426851,E01025402
356760,425605,E01025401
356763,430952,E01025284
356792,116980,E01029236
356794,407342,E01006254
356800,176926,E01014715
356810,429989,E01025249
356821,414671,E01024962
356840,172947,E01014547
356851,176375,E01014717
356856,358030,E01018458
356861,173718,E01014544
356872,395721,E01006869
356898,399520,E01006264
356901,432146,E01025234
356922,393022,E01012467
356923,409639,E01006230
356926,172628,E01014548
356933,400375,E01006267
356976,419767,E01024919
356977,403485,E01006408
356985,169054,E01014521
356993,179251,E01014605
356993,534027,E01019321
356994,178686,E01032517
356996,178050,E01014718
357004,431738,E01025287
357040,399892,E01006261
357052,406482,E01006258
357056,387550,E01012527
357063,388445,E01012500
357067,401493,E01006262
357089,409089,E01006233
357096,438623,E01025279
357097,162802,E01014382
357101,404272,E01006411
357107,117667,E01029253
357107,173420,E01014545
357119,173020,E01014546
357125,171664,E01014695
357126,397274,E01006836
357131,403025,E01006409
357165,177191,E01014719
357179,407493,E01006260
357181,181482,E01014861
357188,167560,E01014597
357215,174505,E01014556
357220,117052,E01029238
357220,389489,E01012568
357222,168490,E01014600
357235,395329,E01006863
357246,167843,E01014595
357274,406586,E01006257
357279,170918,E01014506
357293,430902,E01025283
357299,416230,E01024943
357302,278115,E01028993
357306,172542,E01014550
357309,211112,E01022242
357321,169638,E01014519
357356,417240,E01024935
357364,400377,E01006268
357366,171430,E01014700
357371,146934,E01029056
357376,402734,E01006410
357386,177483,E01014721
357398,407028,E01006255
357415,403535,E01006406
357417,384253,E01012387
357441,399388,E01006265
357453,173940,E01014552
357454,179299,E01014601
357463,173337,E01014554
357464,174319,E01014553
357464,213136,E01022234
357466,425858,E01025400
357468,175846,E01014619
357468,406080,E01006369
357505,390717,E01012562
357508,423143,E01024955
357515,212452,E01022229
357518,416705,E01024945
357518,418599,E01024920
357529,395857,E01006867
357541,388140,E01012496
357542,404255,E01006405
357544,169115,E01014599
357552,170068,E01014518
357553,173062,E01014555
357557,398750,E01006225
357557,406502,E01006371
357565,224916,E01014049
357577,173595,E01014551
357582,424015,E01024952
357584,171888,E01014699
357593,389817,E01012569
357597,171058,E01014504
357600,176627,E01014616
357607,172260,E01033350
357610,422622,E01024946
357621,175133,E01014672
357662,172714,E01014549
357664,174722,E01014559
357672,387647,E01012495
357687,210142,E01022245
357689,403142,E01006407
357702,168318,E01014594
357730,175699,E01014621
357734,210858,E01022241
357745,424478,E01024951
357746,178184,E01014691
357771,234937,E01013990
357772,171211,E01014505
357777,404849,E01006349
357793,417366,E01024934
357800,167803,E01014596
357810,427484,E01025458
357814,171688,E01014696
357836,416296,E01024942
357845,421452,E01024949
357846,170602,E01014500
357856,399989,E01006263
357860,174461,E01014560
357864,388433,E01012499
357897,176074,E01014620
357907,169169,E01014598
357907,409691,E01006232
357918,175488,E01014667
357925,174101,E01014558
357934,407848,E01006372
357939,407172,E01006373
357984,415525,E01024944
358009,396287,E01006866
358012,389593,E01012566
358018,176906,E01014618
358020,563166,E01019225
358021,423957,E01024954
358024,420698,E01024950
358025,179297,E01014603
358033,422258,E01024948
358041,177496,E01014720
358048,171149,E01033364
358056,178755,E01014694
358085,171975,E01014701
358093,399129,E01006223
358095,406975,E01006374
358100,171674,E01014698
358108,172781,E01033344
358112,394724,E01006860
358113,167434,E01014726
358115,417231,E01024936
358121,174445,E01014562
358131,395469,E01006864
358152,173749,E01014538
358164,398712,E01006226
358174,422816,E01024947
358186,418362,E01024937
358199,170662,E01014502
358199,406472,E01006375
358202,399625,E01006221
358203,171181,E01033362
358230,388486,E01012498
358259,424338,E01024953
358275,174153,E01014557
358289,394140,E01006862
358289,396012,E01006868
358298,416659,E01024941
358299,207949,E01022264
358301,175611,E01014666
358306,174868,E01014669
358314,389150,E01012565
358320,387902,E01012501
358329,176492,E01014615
358336,168189,E01014593
358385,172833,E01033345
358422,173288,E01014542
358441,178344,E01014689
358456,209440,E01022246
358461,416304,E01024938
358467,406509,E01006370
358476,167249,E01014727
358476,171676,E01033361
358478,395171,E01006858
358483,468768,E01025166
358486,174430,E01014561
358504,418821,E01024933
358515,394939,E01006861
358545,390456,E01012563
358551,376038,E01018708
358555,417102,E01024940
358566,169779,E01014579
358601,434244,E01025278
358605,167776,E01032514
358608,176920,E01014617
358608,178015,E01014688
358611,177426,E01014633
358625,399246,E01006224
358629,159573,E01014384
358637,389484,E01012570
358644,388630,E01012497
358648,170608,E01014729
358653,175799,E01014513
358655,178770,E01014690
358670,173901,E01014539
358685,169166,E01014580
358699,371770,E01018677
358716,174933,E01014670
358725,399652,E01006222
358740,171146,E01014733
358760,405748,E01006386
358770,210654,E01022243
358778,418105,E01024931
358791,179498,E01014693
358818,172775,E01014540
358832,405435,E01006306
358842,395753,E01006856
358861,175187,E01014668
358863,174377,E01014563
358865,416119,E01024939
358884,211611,E01022244
358909,170162,E01014584
358911,173655,E01033342
358926,175690,E01014511
358946,328049,E01028870
358973,171917,E01033359
358973,400160,E01006220
358975,417558,E01024925
358986,200524,E01022248
359007,174004,E01033367
359017,178478,E01014692
359026,418727,E01024929
359030,141382,E01029059
359034,404591,E01006310
359040,387668,E01012458
359056,169732,E01014582
359056,170947,E01014736
359065,406282,E01006387
359067,522422,E01019324
359068,177023,E01014636
359072,174952,E01014671
359083,418320,E01024930
359086,390946,E01012561
359098,172578,E01033355
359101,171209,E01014734
359102,406691,E01006390
359120,394960,E01006857
359147,167437,E01032515
359157,426471,E01025413
359165,176163,E01014514
359173,427449,E01025414
359187,169529,E01014581
359194,122605,E01029165
359213,390486,E01012564
359221,405864,E01006392
359230,275009,E01028999
359232,417083,E01024927
359246,174713,E01014487
359250,172167,E01033370
359259,317626,E01014136
359262,175393,E01014512
359262,181779,E01014949
359262,420441,E01024977
359266,178009,E01014631
359277,175763,E01014508
359286,417998,E01024928
359296,173966,E01033348
359306,223144,E01014067
359307,174275,E01014489
359320,114065,E01020497
359323,110667,E01020550
359329,388589,E01012457
359331,417486,E01024926
359334,176570,E01014637
359345,173765,E01033347
359378,170459,E01014578
359391,364916,E01018725
359411,220511,E01014032
359419,347629,E01018514
359465,395450,E01006859
359483,176009,E01014507
359483,267896,E01032214
359504,404751,E01006309
359520,181362,E01014951
359542,85979,E01020512
359542,174056,E01033366
359554,177615,E01014632
359560,389200,E01012454
359561,419505,E01024932
359570,403786,E01006217
359589,406172,E01006389
359600,405393,E01006307
359603,169949,E01014585
359604,266405,E01032213
359610,181972,E01014946
359628,171220,E01014735
359640,174539,E01014488
359659,178432,E01014908
359674,175029,E01014491
359676,171671,E01014731
359680,177071,E01014635
359681,176363,E01014510
359682,97739,E01020534
359689,173137,E01033353
359719,223829,E01014066
359727,173386,E01033358
359740,222979,E01014063
359745,167568,E01014723
359752,169574,E01014583
359752,412938,E01024917
359770,268918,E01028995
359770,406636,E01006391
359792,125172,E01029164
359792,304428,E01028980
359804,175757,E01014509
359831,390485,E01012453
359832,398400,E01006227
359836,389689,E01012455
359843,225024,E01014065
359847,388552,E01033302
359859,182155,E01014948
359861,401707,E01006215
359868,174274,E01014486
359909,170607,E01014650
359953,436290,E01025316
359961,177446,E01014634
359964,172824,E01033352
359972,370805,E01018679
359976,171572,E01014730
359979,371648,E01018676
359982,168761,E01014607
360028,414296,E01024973
360040,169978,E01014647
360042,250112,E01014004
360055,181668,E01014950
360068,405319,E01006308
360068,413374,E01024916
360074,167405,E01014722
360087,169270,E01014609
360094,224780,E01014064
360108,176661,E01014662
360130,402269,E01006219
360152,178818,E01014906
360175,177842,E01014630
360194,397561,E01006346
360212,187048,E01014963
360220,398230,E01006228
360222,403007,E01006218
360231,173888,E01014654
360234,406860,E01006388
360248,174711,E01014485
360260,215547,E01022253
360261,171064,E01014649
360262,436920,E01025317
360298,171443,E01014732
360303,413719,E01024915
360317,224124,E01014062
360323,205756,E01022232
360323,240447,E01013991
360350,403256,E01006213
360359,175892,E01014664
360360,467426,E01025132
360365,170299,E01014646
360369,167207,E01014725
360372,135240,E01029077
360372,405824,E01006311
360376,167837,E01014611
360386,177119,E01014661
360404,437364,E01025325
360408,168822,E01014608
360417,437675,E01025326
360428,388262,E01033300
360438,178175,E01014909
360440,392798,E01012468
360463,177684,E01014659
360477,370910,E01018678
360528,173385,E01033369
360547,391322,E01012537
360562,181488,E01014952
360565,179559,E01014910
360588,405491,E01006305
360594,173798,E01014653
360612,174162,E01014655
360631,171058,E01014648
360642,224812,E01014061
360665,387004,E01012512
360674,425773,E01024921
360675,385943,E01012502
360676,169710,E01014613
360682,437091,E01025328
360685,386557,E01012509
360689,401803,E01006214
360715,390829,E01012526
360719,169272,E01014614
360721,178492,E01014907
360722,179067,E01014905
360736,168017,E01014612
360741,176644,E01014663
360753,390406,E01012520
360758,205916,E01022231
360774,173179,E01033356
360791,170246,E01014645
360825,175394,E01014665
360825,413723,E01024918
360875,437738,E01025327
360876,391541,E01012539
360878,389580,E01012525
360890,402094,E01006212
360895,398094,E01006342
360911,170819,E01014651
360913,168365,E01014610
360943,389216,E01033303
360965,177219,E01014660
360974,388988,E01012483
360976,143642,E01029065
360980,408259,E01006235
360988,174314,E01014568
361002,422264,E01024979
361023,161863,E01014385
361024,179237,E01014904
361026,182115,E01014947
361031,172973,E01014658
361035,408657,E01006231
361074,397875,E01006344
361078,184294,E01014862
361087,227806,E01014053
361125,385887,E01012558
361151,478637,E01019372
361154,401157,E01006216
361165,174562,E01014569
361173,171051,E01014534
361177,173971,E01014564
361199,387407,E01012510
361220,169472,E01014708
361232,389545,E01012523
361236,374109,E01018727
361238,479380,E01019373
361240,174944,E01014574
361240,182727,E01014875
361243,390989,E01012535
361268,411147,E01004778
361270,173202,E01014567
361282,398307,E01006340
361286,390610,E01012521
361301,388118,E01012480
361316,181481,E01014982
361316,384983,E01012452
361320,167630,E01014447
361352,173689,E01014565
361362,388889,E01033299
361375,143571,E01029066
361375,183071,E01014879
361385,168669,E01014704
361400,201879,E01022227
361419,180688,E01014984
361427,174263,E01014570
361440,475151,E01025167
361445,404093,E01006269
361472,171508,E01014531
361480,173444,E01014566
361480,182200,E01014878
361508,171045,E01014533
361514,142993,E01029067
361520,410828,E01004782
361529,386151,E01012557
361543,397136,E01006348
361547,391177,E01012534
361548,191166,E01014962
361608,387406,E01012511
361629,408293,E01006234
361641,389437,E01012482
361656,171665,E01014532
361666,532510,E01019314
361699,390474,E01012522
361709,168191,E01014706
361711,388842,E01012479
361718,175088,E01014575
361727,404659,E01006272
361731,389946,E01012524
361736,385523,E01012450
361741,170367,E01014535
361761,176361,E01014577
361762,173680,E01014681
361773,504679,E01019325
361780,169035,E01014703
361781,217456,E01022251
361782,181626,E01014882
361796,181011,E01014983
361799,383689,E01012449
361801,397622,E01006345
361801,403829,E01006276
361808,172002,E01014537
361809,143850,E01029062
361823,276190,E01029000
361823,373577,E01018729
361824,383052,E01012503
361845,398283,E01006339
361852,182773,E01014877
361889,171083,E01014525
361904,287440,E01028843
361910,386915,E01012505
361931,374255,E01018726
361974,390573,E01012536
361990,429566,E01025456
362008,163674,E01014446
362025,170802,E01014527
362027,177884,E01033331
362028,180032,E01014979
362041,386357,E01012560
362048,327907,E01028871
362051,172629,E01014528
362056,170051,E01014536
362061,181598,E01014880
362068,443293,E01025322
362074,407480,E01006236
362079,391053,E01012533
362084,385577,E01012451
362085,174469,E01014576
362092,405075,E01006271
362129,299933,E01028852
362131,173463,E01014684
362147,389248,E01012481
362158,410031,E01004783
362171,175265,E01014573
362218,182591,E01014876
362226,143638,E01029064
362231,404133,E01006274
362236,171431,E01014523
362242,168632,E01014705
362244,397738,E01006343
362267,397220,E01006347
362278,299527,E01028851
362282,159213,E01014386
362295,402103,E01006329
362308,180713,E01014873
362316,410824,E01004780
362318,158088,E01014419
362327,373625,E01018728
362328,175918,E01014571
362343,383660,E01012447
362344,168127,E01014707
362357,384710,E01012446
362399,390422,E01012546
362432,181101,E01014883
362440,403605,E01006277
362441,172622,E01014529
362444,404436,E01006275
362451,117630,E01020541
362452,180324,E01014980
362453,389042,E01012478
362466,179554,E01014981
362469,391707,E01012538
362476,178275,E01033333
362502,174037,E01014686
362524,370109,E01018692
362526,421573,E01024980
362541,173594,E01014683
362548,175419,E01014572
362565,142772,E01029063
362584,389691,E01012547
362621,176761,E01014587
362636,404858,E01006273
362640,387377,E01012507
362651,149055,E01029018
362654,386681,E01012559
362662,351541,E01018444
362674,171511,E01014524
362677,172439,E01014530
362677,390767,E01012545
362682,96331,E01020529
362700,314040,E01014204
362713,397677,E01006341
362714,168594,E01014702
362749,526358,E01019319
362751,115942,E01020547
362784,387931,E01012506
362785,181353,E01014881
362817,397134,E01006304
362825,391500,E01012542
362855,128442,E01029166
362892,174577,E01014626
362897,173713,E01014682
362917,180169,E01014978
362967,389131,E01012550
362969,116389,E01032642
362977,387649,E01012508
362982,188050,E01014863
362991,176047,E01014588
363001,403921,E01006286
363010,172875,E01014677
363020,181004,E01014872
363028,216806,E01022252
363044,366161,E01018737
363050,390944,E01012540
363051,404420,E01006270
363060,180674,E01014874
363079,375471,E01018672
363090,171080,E01014526
363091,202869,E01022226
363126,206746,E01022268
363146,403378,E01006280
363164,411212,E01004779
363166,389594,E01012549
363167,174125,E01014685
363172,517881,E01019310
363175,387383,E01012504
363207,175048,E01014623
363209,336915,E01028882
363220,312903,E01014203
363263,187955,E01014864
363291,177187,E01014586
363300,391437,E01012541
363309,173689,E01014687
363316,372013,E01018693
363337,155942,E01014394
363356,422174,E01024978
363376,390011,E01012548
363377,365705,E01018738
363386,393498,E01012472
363392,173164,E01014678
363396,172612,E01014680
363403,386327,E01012489
363428,207146,E01022269
363432,386893,E01012486
363455,175940,E01014590
363465,366103,E01018736
363468,390880,E01012543
363483,403880,E01006285
363517,366699,E01018744
363539,375005,E01018674
363553,411336,E01004777
363603,175039,E01014622
363604,375632,E01018671
363610,204221,E01022257
363636,233782,E01014054
363657,411795,E01004881
363682,174161,E01014674
363705,203265,E01022256
363711,397902,E01006302
363721,403254,E01006278
363731,116542,E01020546
363731,172041,E01014918
363746,365314,E01018739
363771,176151,E01014592
363776,172811,E01014679
363777,173460,E01014676
363797,375261,E01018673
363807,386709,E01012487
363832,132675,E01029168
363850,412186,E01004889
363873,319179,E01014135
363881,390539,E01012544
363884,371710,E01018694
363898,117485,E01020543
363907,383844,E01012448
363909,173890,E01014675
363913,401936,E01006322
363916,116960,E01020544
363919,366348,E01018745
363956,191102,E01014987
363958,372258,E01018691
363961,174486,E01014627
363982,400119,E01006327
363986,176656,E01014589
363986,203778,E01022255
364013,389434,E01012556
364023,313437,E01014190
364025,132395,E01029167
364037,175384,E01014629
364040,175836,E01032519
364042,171081,E01014921
364060,178083,E01014996
364061,171535,E01014919
364095,387198,E01012485
364098,174860,E01014624
364104,190639,E01014986
364108,189754,E01014991
364109,411737,E01004890
364129,172240,E01014916
364143,202801,E01022254
364151,365152,E01018741
364168,411190,E01004882
364172,403099,E01006279
364174,397881,E01006303
364204,313819,E01014189
364212,431130,E01025336
364228,176483,E01014591
364235,312275,E01014179
364240,391779,E01012463
364255,412193,E01004888
364261,400114,E01006325
364278,376988,E01018675
364312,311658,E01014144
364329,310704,E01014134
364356,174032,E01014673
364365,175371,E01032518
364374,364626,E01018740
364383,410905,E01004883
364387,117176,E01020542
364404,173000,E01015003
364411,367091,E01018743
364423,365945,E01018732
364427,168048,E01014399
364433,241552,E01014014
364438,190043,E01014990
364438,401817,E01006284
364449,401040,E01006323
364451,312626,E01014129
364458,172497,E01014915
364466,176364,E01014900
364473,351819,E01018452
364473,392120,E01012464
364501,158480,E01014393
364508,352541,E01033372
364510,373066,E01018711
364531,403032,E01006281
364545,167639,E01014402
364565,365542,E01018730
364573,366699,E01018746
364580,389097,E01012552
364583,190341,E01014988
364584,80482,E01020513
364588,404917,E01004937
364603,401387,E01006283
364619,173450,E01015005
364621,217678,E01022260
364642,190775,E01014985
364644,387348,E01012490
364646,258676,E01014000
364653,175724,E01014975
364658,400382,E01006324
364671,425473,E01012610
364673,138652,E01029028
364673,174230,E01014924
364674,151407,E01029024
364688,364498,E01018742
364696,352270,E01033373
364699,177421,E01014897
364700,389617,E01012555
364713,426088,E01012611
364718,254723,E01014003
364739,312313,E01014180
364750,88879,E01020549
364760,168395,E01014401
364761,189651,E01014992
364766,176050,E01014977
364777,386711,E01012488
364790,175246,E01014976
364795,404446,E01004934
364796,372779,E01018710
364800,378885,E01018721
364816,156514,E01014440
364818,312957,E01014130
364824,139098,E01029027
364829,410173,E01004781
364837,391769,E01012460
364838,172407,E01014917
364849,79897,E01020515
364856,177974,E01014902
364863,180361,E01015000
364865,174786,E01014923
364866,80557,E01020514
364874,344267,E01018450
364889,435464,E01025342
364895,374108,E01018713
364896,311426,E01014145
364901,331010,E01028885
364904,171972,E01014920
364919,310996,E01014133
364919,405334,E01004939
364954,223709,E01014057
364954,402219,E01006282
364984,395883,E01012477
364994,254256,E01014002
365006,176545,E01014899
365036,112072,E01020508
365039,410427,E01004886
365044,167733,E01014404
365061,173534,E01015007
365101,174497,E01014922
365118,411567,E01004884
365119,425467,E01012609
365130,373158,E01018709
365136,365805,E01018731
365138,389014,E01012553
365145,310139,E01014202
365153,400247,E01006326
365155,180038,E01015001
365161,399234,E01006299
365174,213827,E01022238
365179,172905,E01015006
365182,393807,E01012471
365184,398457,E01006301
365196,168739,E01014400
365198,175501,E01014973
365215,177361,E01014903
365236,176008,E01014974
365242,352982,E01018454
365243,407153,E01004776
365258,155964,E01014439
365262,178034,E01014901
365284,173974,E01014927
365291,254720,E01014005
365291,406186,E01004936
365293,373490,E01018712
365298,389251,E01012551
365313,425905,E01012612
365321,168111,E01014403
365324,371438,E01018702
365328,410531,E01004887
365336,404171,E01004933
365348,351204,E01018503
365355,430764,E01025337
365359,212217,E01022249
365361,404813,E01004940
365371,405380,E01004938
365375,351845,E01018504
365376,399633,E01006298
365379,181197,E01014998
365380,312007,E01014114
365384,401504,E01006336
365402,176591,E01014898
365415,189158,E01014993
365420,400084,E01006328
365427,214283,E01022240
365435,369748,E01018682
365444,470042,E01027558
365448,156637,E01014441
365453,372026,E01018700
365471,213350,E01022239
365483,180860,E01014999
365489,352536,E01018451
365528,143931,E01029021
365531,391241,E01012459
365553,170846,E01014934
365562,175151,E01014956
365585,154056,E01014426
365585,398814,E01006300
365596,174677,E01014958
365596,212423,E01022250
365609,395621,E01012473
365612,400664,E01006334
365613,78984,E01020516
365621,391643,E01012466
365629,404533,E01004935
365631,394988,E01012474
365635,172976,E01015004
