WZ11CD,BNGEAST,BNGNORTH,LONGITUDE,LATITUDE
E33016839,506939,338389,-0.410449888,52.93226647
E33015009,475843,260779,-0.890709422,52.23998409
E33015088,459327,304196,-1.124859553,52.63228341
E33015211,457339,339856,-1.147996184,52.95302362
E33015290,437041,338208,-1.450287864,52.93999386
E33015218,456999,340203,-1.152990119,52.95618207
E33015299,438174,338274,-1.433410774,52.94050823
E33015219,456844,340193,-1.155306186,52.95610766
E33015298,438783,337594,-1.424433489,52.93435285
E33013976,435759,337969,-1.46939106,52.93793512
E33013977,435628,336899,-1.471452861,52.92832413
E33013974,433838,336847,-1.498089434,52.92796714
E33013975,435744,337779,-1.469634121,52.9362286
E33013972,434231,337374,-1.492181117,52.93268222
E33013973,434666,337097,-1.485739019,52.93016786
E33013970,435871,334980,-1.468040149,52.91105894
E33016366,455219,308724,-1.184798237,52.67341674
E33013971,438480,335381,-1.429208978,52.91448418
E33016367,455030,308510,-1.187626347,52.67151126
E33016364,455042,309354,-1.187310045,52.67909928
E33016365,454554,308774,-1.194622211,52.67393114
E33016362,461952,309066,-1.085170734,52.67576067
E33016363,461166,309910,-1.096631259,52.6834414
E33016360,461796,310065,-1.087282947,52.6847646
E33016361,461669,309259,-1.089312342,52.67753525
E33016576,440768,310083,-1.398333312,52.68690899
E33013978,435472,336862,-1.473776604,52.92800114
E33016577,440590,310452,-1.40091404,52.69023604
E33013979,435839,336597,-1.468337638,52.92559049
E33016574,441136,310785,-1.392802952,52.6931926
E33016575,442789,311529,-1.368249197,52.69975401
E33016572,433257,312016,-1.509240282,52.70479718
E33016573,433638,312490,-1.503554191,52.70903513
E33016570,436252,309953,-1.465148756,52.68605829
E33016368,479884,296262,-0.823096507,52.55833764
E33016571,433674,310720,-1.50320366,52.69312432
E33016369,473370,298111,-0.918754308,52.57587829
E33016746,499814,372899,-0.505711105,53.2437373
E33016747,500227,372888,-0.499516402,53.24356214
E33016744,498499,373378,-0.525262764,53.24828739
E33016745,499690,372630,-0.507644372,53.24134615
E33016742,534372,356880,0.005134427,53.09222345
E33016743,497468,373455,-0.540681512,53.24917321
E33016578,440149,310087,-1.407490029,52.68699081
E33016740,532441,357422,-0.023462512,53.09757578
E33016579,441572,311032,-1.386320261,52.69537546
E33016741,526143,351300,-0.119866246,53.04409783
E33017146,462448,267041,-1.085691309,52.29795807
E33017147,454735,261425,-1.199693774,52.24829428
E33017144,461701,264551,-1.097105446,52.27565186
E33017145,464495,260254,-1.056983349,52.23670927
E33017142,463252,257290,-1.075728477,52.21021162
E33017143,462910,259261,-1.080370489,52.22796528
E33017140,456208,261956,-1.178030409,52.25291966
E33016748,498781,373728,-0.52092459,53.25138257
E33017141,462404,259792,-1.087686572,52.23279728
E33017356,476680,260609,-0.87850191,52.23834478
E33017357,476398,261363,-0.882455731,52.24515301
E33017354,474373,260651,-0.912267786,52.23903615
E33017355,476970,260370,-0.874307341,52.23614741
E33017352,473567,261323,-0.923924797,52.24518654
E33017353,473929,260591,-0.918782567,52.23855431
E33017148,452518,257807,-1.232726679,52.21598631
E33017350,476220,260832,-0.885186303,52.24041061
E33017149,454601,252807,-1.203039178,52.1708349
E33017351,474031,260808,-0.917235208,52.24049461
E33017526,448152,357735,-1.282056758,53.11463315
E33017527,447230,357710,-1.295837905,53.11448589
E33017524,447465,359373,-1.292077622,53.12941335
E33017525,448168,358989,-1.281630816,53.12589678
E33017522,449156,360024,-1.266708807,53.13510971
E33017523,448723,358610,-1.273394197,53.12244113
E33017358,476457,261239,-0.881618736,52.24403825
E33017520,449356,358756,-1.263917951,53.12370036
E33017359,476761,260519,-0.877331691,52.23752302
E33017736,460959,343076,-1.093519108,52.98156605
E33017737,460822,342566,-1.095649333,52.9770009
E33017734,460351,343187,-1.102541255,52.98263594
E33015976,420857,350572,-1.690295297,53.05200397
E33017735,459043,343289,-1.12200877,52.98369864
E33014146,447667,376293,-1.286538015,53.28147559
E33015977,418251,347224,-1.729368919,53.02200082
E33017732,460023,343060,-1.107446546,52.98153014
E33014147,447432,370656,-1.290909579,53.23083235
E33015974,418189,354277,-1.729891343,53.0854069
E33017733,459254,342775,-1.118964999,52.97905846
E33014144,441067,354614,-1.388301508,53.08716908
E33015975,417370,349525,-1.742377788,53.04271917
E33017528,455043,356732,-1.179288691,53.10495192
E33017730,458837,344572,-1.124836516,52.9952525
E33014145,447297,376535,-1.292054785,53.28368616
E33015972,418060,346748,-1.732238642,53.01772908
E33017529,450542,357079,-1.246456748,53.10851603
E33017731,459501,343648,-1.115121215,52.98687044
E33014142,441796,354493,-1.377429315,53.08602672
E33015973,426395,345549,-1.60809761,53.0066102
E33014143,442579,354742,-1.365706428,53.08819859
E33015970,425643,353417,-1.618671008,53.07736731
E33014140,442190,354305,-1.371574987,53.08430585
E33015971,422856,356031,-1.660094589,53.10099623
E33014141,442338,354940,-1.369285502,53.09000058
E33014356,453625,286885,-1.211896358,52.47727156
E33014357,451418,284314,-1.24478407,52.45436805
E33014354,473096,287081,-0.925225006,52.47677415
E33017738,460250,342316,-1.104208013,52.97481616
E33014355,473755,286182,-0.915708805,52.46860709
E33017739,461846,342088,-1.08049827,52.97258995
E33014352,473201,287442,-0.923597359,52.48000213
E33014353,473294,287276,-0.922259102,52.47849763
E33015978,417492,345964,-1.740742848,53.01070396
E33014148,446059,354950,-1.313727672,53.0897842
E33014350,473960,287451,-0.912420098,52.4799786
E33015979,418479,345989,-1.726034974,53.01089717
E33014149,445823,354751,-1.317280087,53.08801889
E33014351,473532,287159,-0.91878918,52.47741569
E33014526,493987,367930,-0.594465099,53.20015093
E33014527,494236,367948,-0.590731348,53.2002693
E33014524,511294,350315,-0.341582902,53.0385409
E33014525,493605,368070,-0.600137568,53.20147155
E33014522,495361,352575,-0.578454808,53.06192129
E33014523,500253,349558,-0.506424046,53.03391794
E33014358,451192,285223,-1.247962488,52.46255817
E33014520,497605,367792,-0.540358452,53.19825855
E33014359,442109,292007,-1.380793125,52.52432103
E33014521,486894,363133,-0.701906668,53.15824539
E33014736,475787,260528,-0.891598586,52.23773784
E33014737,474141,260123,-0.915778253,52.23432307
E33014734,475683,260539,-0.893108115,52.23784534
E33014735,475841,260429,-0.890820565,52.2368355
E33014732,475767,260442,-0.891901765,52.23696174
E33014733,475750,260614,-0.892109093,52.2385125
E33016926,485803,339176,-0.72460086,52.94312867
E33014528,493745,367618,-0.598172267,53.19738866
E33014730,476643,260387,-0.879093251,52.23634934
E33015136,434681,336458,-1.485585967,52.92441908
E33016927,485144,342891,-0.733431018,52.97661311
E33014529,492546,368220,-0.6159479,53.20300563
E33014731,476394,260508,-0.882707993,52.23747475
E33015137,434645,336508,-1.486113377,52.92487261
E33016924,488613,336472,-0.683528333,52.91837075
E33015134,435885,334065,-1.467945039,52.90283049
E33016925,483473,345215,-0.757703131,52.9977622
E33015135,436023,335732,-1.465701934,52.91780931
E33016922,498399,350230,-0.533851733,53.04029992
E33015132,434786,336249,-1.484045837,52.9225338
E33016923,498512,344080,-0.534039909,52.98500982
E33015133,433346,335944,-1.505490815,52.91988441
E33016920,492944,339973,-0.61813165,52.9491033
E33015130,434819,336236,-1.483559665,52.92242019
E33016921,496193,342674,-0.568998575,52.97279878
E33015131,434846,336325,-1.48314581,52.92321658
E33014738,472553,262722,-0.93847119,52.25789227
E33015306,434703,336790,-1.485224539,52.92739925
E33015387,436148,334050,-1.464029084,52.90268291
E33014739,472040,263218,-0.945883193,52.26241625
E33015307,435650,337763,-1.471032614,52.93609147
E33015386,438443,333451,-1.429989564,52.89713686
E33015304,434166,336647,-1.493229956,52.9261524
E33015385,438427,333570,-1.430205169,52.89820497
E33015305,434922,336802,-1.481967374,52.92749788
E33015384,437620,332638,-1.442317409,52.88988907
E33015302,436592,336816,-1.457114357,52.92751422
E33015383,437548,332979,-1.44334187,52.89295702
E33015303,434481,336663,-1.488540056,52.92627571
E33015382,437783,333955,-1.439739467,52.90171668
E33016928,488983,343304,-0.676150846,52.97970229
E33015138,434544,336495,-1.487615128,52.92475819
E33015300,437020,337227,-1.450708319,52.93117739
E33015381,438609,334113,-1.427438016,52.9030717
E33016929,491254,337303,-0.644025079,52.92539399
E33015139,437268,335085,-1.447262289,52.91190854
E33015301,437291,337061,-1.446699034,52.92966452
E33015380,437434,334267,-1.444884261,52.90454077
E33015516,462850,304531,-1.072746799,52.63490103
E33015597,490601,302518,-0.663345907,52.61289243
E33015517,463439,303512,-1.064244282,52.62567533
E33015596,485352,304884,-0.740236171,52.6350059
E33015514,457681,303451,-1.149312233,52.62575992
E33015595,488808,298222,-0.690976619,52.57457347
E33015515,457982,303871,-1.144787596,52.62950573
E33015594,486473,299680,-0.725035382,52.58805479
E33015512,457263,304287,-1.155342684,52.63332242
E33015593,486097,299861,-0.730542577,52.58974172
E33015592,486654,300061,-0.722275115,52.59145462
E33015308,433067,336189,-1.509616475,52.92210481
E33015389,436460,333609,-1.459446942,52.89869057
E33015510,457693,303923,-1.149046592,52.63000728
E33015591,500187,309282,-0.51977208,52.67199721
E33015309,432487,336867,-1.51817042,52.92823571
E33015388,436889,332650,-1.453170533,52.89004471
E33015511,457581,303612,-1.150759528,52.62722083
E33015590,504681,312563,-0.452298551,52.70062743
E33015518,462673,303000,-1.075652523,52.62115393
E33015599,455241,345303,-1.178280066,53.00220812
E33017916,458879,337217,-1.12555391,52.92914164
E33017997,445442,343194,-1.324584053,52.98416474
E33015519,455827,303351,-1.176705811,52.62505626
E33015598,455481,346137,-1.174573332,53.00967638
E33017917,458623,337706,-1.129274022,52.93356545
E33017996,444867,346873,-1.332644504,53.01728547
E33017914,458180,337108,-1.135969127,52.92823694
E33017995,443096,346668,-1.359067651,53.01559116
E33017915,458820,336372,-1.126581606,52.92155593
E33017994,444033,345530,-1.345257544,53.00527764
E33017912,458307,337353,-1.134037788,52.93042123
E33017993,442574,345534,-1.367003402,53.0054331
E33017913,458584,337263,-1.129934989,52.92958291
E33017992,445459,347236,-1.323773305,53.02049588
E33017910,458944,337475,-1.12453836,52.93145474
E33017991,444235,347775,-1.341938679,53.02544143
E33017911,458329,336883,-1.133790532,52.92619846
E33017990,454452,306719,-1.196461935,52.65547348
E33017918,460582,336520,-1.100352955,52.9226906
E33017999,446346,342879,-1.311164662,52.98125974
E33017919,459326,336569,-1.119027134,52.92326276
E33017998,445691,343633,-1.320813992,52.98808973
E33014916,463308,363848,-1.054447281,53.16799402
E33014997,475418,260537,-0.896999176,52.23787078
E33014917,468603,368362,-0.974285582,53.20790679
E33014996,473144,260766,-0.93024042,52.24023343
E33014914,453909,361222,-1.195477087,53.14542764
E33014995,473100,260491,-0.930934623,52.23776818
E33014915,453874,361194,-1.195993779,53.14517474
E33014994,473359,260656,-0.927115453,52.23921203
E33014993,472803,260780,-0.93522523,52.24040215
E33014913,453788,361227,-1.19728546,53.14548485
E33014992,471028,258480,-0.961700696,52.21995937
E33014910,453524,361289,-1.201219334,53.14606115
E33014911,453695,361161,-1.198680078,53.14490025
E33014990,486509,278878,-0.729900759,52.40108464
E33014918,481411,355407,-0.785849756,53.08967885
E33014999,474345,259831,-0.91286075,52.23166954
E33014919,481141,354624,-0.79008086,53.08268215
E33014998,475275,259922,-0.899230365,52.23235667
E33016266,451282,321184,-1.241069278,52.78580591
E33016267,451542,320883,-1.237266055,52.78307513
E33016264,450241,322369,-1.256324744,52.7965523
E33016265,451331,320450,-1.240452501,52.77920354
E33016262,449581,294360,-1.270320363,52.54483902
E33016263,448707,293175,-1.283377708,52.53426506
E33016260,449150,293469,-1.276803771,52.53687094
E33016261,448640,294880,-1.284117324,52.54960418
E33016476,441302,294025,-1.392432979,52.54252135
E33016477,440972,292836,-1.39743744,52.53186008
E33016474,443250,293489,-1.363772289,52.53754909
E33016475,441527,294805,-1.389020284,52.5495185
E33016472,442784,294948,-1.370455744,52.55069967
E33016473,442839,293950,-1.369784647,52.54173106
E33016268,453639,319992,-1.206314818,52.77486362
E33016470,442624,294358,-1.372891968,52.54540914
E33016269,454130,319933,-1.199056935,52.77427704
E33016471,443013,294440,-1.367142188,52.54611977
E33016646,535062,392886,0.030699193,53.41549563
E33016647,542692,396158,0.146887804,53.44288388
E33016644,531275,393175,-0.026121568,53.41904451
E33016645,538249,397852,0.080783823,53.45927887
E33016642,528833,402657,-0.058960929,53.50482511
E33016643,521108,393879,-0.178756761,53.42779752
E33016640,529173,398417,-0.055593617,53.46665869
E33016478,442135,293711,-1.380185394,52.5396344
E33016641,528396,402215,-0.065731184,53.50096576
E33016479,442528,293324,-1.374449074,52.53612908
E33017046,484000,378377,-0.741178971,53.2957059
E33017047,487349,384514,-0.689247909,53.35030687
E33017044,483742,386566,-0.742879195,53.36932898
E33017045,489181,380359,-0.662899594,53.3126674
E33017042,483091,390431,-0.751646177,53.40416436
E33017043,482424,389793,-0.761840845,53.39853816
E33017040,482670,389095,-0.758329189,53.39223181
E33016648,539309,387830,0.092315985,53.36898199
E33017041,483334,390234,-0.748047443,53.4023589
E33016649,533162,388746,0.000383862,53.37878709
E33017256,486205,279027,-0.734327511,52.40247186
E33017254,487124,278888,-0.720864319,52.40108284
E33017255,485495,277704,-0.745099839,52.39069241
E33017252,486238,279651,-0.733690476,52.408076
E33017253,486912,277992,-0.724212748,52.39305771
E33017048,483656,375039,-0.747208518,53.26575663
E33017250,486688,277812,-0.727544001,52.39148092
E33017049,485875,381887,-0.712106291,53.32694576
E33017251,486498,278181,-0.730254432,52.39482051
E33017426,450088,242252,-1.270583232,52.07637469
E33017427,449242,243545,-1.282730921,52.08806859
E33017424,473157,246408,-0.933142444,52.11116749
E33017425,469277,248769,-0.98930564,52.13289105
E33017422,469044,249427,-0.992576331,52.13883642
E33017423,469052,248098,-0.992732676,52.12688468
E33017258,488248,277763,-0.704647836,52.3907864
E33017420,464206,253473,-1.062488582,52.17579057
E33017259,487737,276017,-0.712607254,52.37517938
E33017421,469588,247987,-0.984929419,52.12582584
E33017636,447740,347848,-1.289676533,53.02579717
E33017637,446657,347482,-1.305867754,53.02260127
E33017634,472231,373368,-0.918845758,53.25242164
E33015876,440909,374163,-1.38816141,53.26289552
E33017635,475602,378586,-0.867098338,53.29884211
E33014046,462410,307568,-1.07866947,52.66225046
E33015877,439752,375483,-1.405343192,53.27485196
E33017632,480470,369470,-0.796364387,53.21620153
E33014047,462172,307545,-1.08220664,52.66206406
E33015874,443559,374951,-1.34833021,53.26977077
E33017633,478475,381053,-0.823378258,53.32059663
E33014044,462611,307791,-1.075668126,52.66422991
E33015875,443733,374254,-1.345825118,53.263488
E33017428,449729,241532,-1.275927026,52.06992898
E33017630,471458,374792,-0.930107527,53.26532055
E33014045,462519,307388,-1.077097687,52.66061856
E33015872,444703,374965,-1.331178445,53.26980075
E33017429,454114,250251,-1.210566153,52.1479005
E33017631,473827,370783,-0.8955253,53.22897056
E33014042,462046,307028,-1.084152282,52.6574364
E33015873,443529,375567,-1.348694593,53.27530921
E33014043,461932,307293,-1.085792716,52.65982725
E33015870,438874,374582,-1.418621639,53.26680953
E33014040,461550,307246,-1.091453791,52.65945091
E33015871,443364,373974,-1.351384423,53.26100311
E33014041,461676,307379,-1.089558874,52.66063346
E33014256,435087,378424,-1.474969343,53.30160884
E33014257,435182,378448,-1.473550624,53.30181833
E33014254,436047,378264,-1.460593659,53.30010481
E33017638,447329,346712,-1.295966617,53.01562793
E33014255,434954,378747,-1.476937305,53.30452575
E33017639,446162,349400,-1.312976651,53.03988431
E33014252,436600,378372,-1.452272037,53.3010403
E33014253,436571,378284,-1.45272585,53.3002503
E33015878,440460,373552,-1.394969461,53.25743346
E33014048,459618,304595,-1.120481346,52.63583593
E33014250,435499,362107,-1.470597033,53.15491606
E33015879,441646,374981,-1.377009442,53.27018671
E33014049,459657,304919,-1.119848765,52.63875019
E33014251,439188,363346,-1.41528095,53.1657981
E33014426,431255,315484,-1.538547476,52.73609627
E33014427,431333,315883,-1.537347081,52.73967638
E33014424,443278,311629,-1.360990224,52.70061216
E33014425,432429,311827,-1.521521069,52.70314938
E33014422,444731,311790,-1.339480802,52.70194562
E33014423,445479,311770,-1.328406403,52.7017042
E33014258,443775,379764,-1.344433391,53.31300841
E33014420,445439,311985,-1.328969068,52.70363586
E33014259,443057,379244,-1.355273434,53.308397
E33014421,445346,312043,-1.330343822,52.70416703
E33014636,491507,290389,-0.65332047,52.50373362
E33016566,441444,314475,-1.387774842,52.72634168
E33016567,444540,312935,-1.342152217,52.71224992
E33016564,444034,313828,-1.3495181,52.72032163
E33016565,442474,312875,-1.372727507,52.71187769
E33016562,442586,313828,-1.370948859,52.72043236
E33016563,443286,314293,-1.360526855,52.72456222
E33016560,442373,313778,-1.374113665,52.72000031
E33016561,443138,313874,-1.362775764,52.7208065
E33016776,497206,369941,-0.545669917,53.21764122
E33016777,497465,370127,-0.541741891,53.21926784
E33016774,497464,370469,-0.54165738,53.22234014
E33016775,497549,370661,-0.540321841,53.22404537
E33016772,497987,370542,-0.533804713,53.22290041
E33016773,496930,369524,-0.549934477,53.21394221
E33016568,442957,312789,-1.36559234,52.71106785
E33016770,496973,370535,-0.548981858,53.22302725
E33016569,431633,309470,-1.533519171,52.68200469
E33016771,496834,371506,-0.550764863,53.23176938
E33017176,499651,278146,-0.53702125,52.39227675
E33017177,500437,278844,-0.525275071,52.39840609
E33017174,496781,280891,-0.578398496,52.41746442
E33017175,494654,285324,-0.608404374,52.45767399
E33017172,499610,278685,-0.537465597,52.39712502
E33017173,499760,278486,-0.535314901,52.39531541
E33017170,500648,283834,-0.52066753,52.44321655
E33016778,493462,370133,-0.601668662,53.22003673
E33017171,498726,278526,-0.550505106,52.39585835
E33016779,492910,369252,-0.610193373,53.21221421
E33017346,476438,260595,-0.882052004,52.23825207
E33017347,476215,261225,-0.885171835,52.24393816
E33017344,476815,261598,-0.876294457,52.24721256
E33017345,476752,261030,-0.877352397,52.24211051
E33017342,476576,261410,-0.879838913,52.24555775
E33017343,477397,261172,-0.867871118,52.24329653
E33017178,499326,278716,-0.541632392,52.39745648
E33017340,477079,260872,-0.872594365,52.24065068
E33017179,498652,275083,-0.552598988,52.36492847
E33017341,477148,261336,-0.871488134,52.24481052
E33017556,454053,349054,-1.195365387,53.03604174
E33017557,453872,348823,-1.198094608,53.03398015
E33017554,453277,349657,-1.206827629,53.04153874
E33017555,453209,349432,-1.20788739,53.03952264
E33017552,453521,350394,-1.203074972,53.04813867
E33017553,453338,348923,-1.206040019,53.03493658
E33017348,475642,261181,-0.893575601,52.24362129
E33017550,454177,348405,-1.193620206,53.03019198
E33017349,475755,260896,-0.891979138,52.24104786
E33017551,453888,349985,-1.197672027,53.04442247
E33017726,459153,343488,-1.12032704,52.98547413
E33017727,458570,343743,-1.128968469,52.98783497
E33017724,463893,341949,-1.050039598,52.97110304
E33015966,427841,355589,-1.585680007,53.09678126
E33017725,461761,344809,-1.081237241,52.9970553
E33014176,438405,372943,-1.425846951,53.25211778
E33015967,428784,353442,-1.571792676,53.0774363
E33017722,464781,343853,-1.036441712,52.98810977
E33014177,438272,373543,-1.427768165,53.25752156
E33015964,429252,356544,-1.564522117,53.10529127
E33017723,464321,344098,-1.043236767,52.99036134
E33014174,443258,374768,-1.352864222,53.26814393
E33015965,428830,354074,-1.571043649,53.08311749
E33017558,452901,348282,-1.212659895,53.02921996
E33017720,459414,344956,-1.11617637,52.99864197
E33014175,438540,372805,-1.423835775,53.25087033
E33015962,424103,360497,-1.641136306,53.14107957
E33017559,453521,349317,-1.203251107,53.03845965
E33017721,460024,345739,-1.106949735,53.00561295
E33014172,443562,374487,-1.348351045,53.26559432
E33015963,429363,358238,-1.562703048,53.12050988
E33014173,443184,374740,-1.353979732,53.26790558
E33015960,430338,359935,-1.547985926,53.13571476
E33014170,438704,369011,-1.421837829,53.21675035
E33015961,430267,359363,-1.549090896,53.13057809
E33014171,437468,370986,-1.440120063,53.2345929
E33014346,473423,287212,-0.920372641,52.47790213
E33014344,454662,285228,-1.196897153,52.46226779
E33017728,459250,344213,-1.118757281,52.99197901
E33014345,473552,287247,-0.918465896,52.4782033
E33017729,457957,343863,-1.138078379,52.98897935
E33014342,454355,284400,-1.201545913,52.45485331
E33014343,454662,285757,-1.196808503,52.46702373
E33015968,428457,352858,-1.576714676,53.07220305
E33014178,438380,373343,-1.426175621,53.25571397
E33014340,454691,283984,-1.196677172,52.45108435
E33015969,428787,354951,-1.571609096,53.09099804
E33014179,438255,373299,-1.428055758,53.25532628
E33014341,454342,284720,-1.201689341,52.45773866
E33014556,524913,322897,-0.14911172,52.78919538
E33014557,524733,322737,-0.151839492,52.78780102
E33014554,525197,324324,-0.144361074,52.8019544
E33014555,524613,322936,-0.15354783,52.78961353
E33014552,525940,325486,-0.132897475,52.81222082
E33014553,525663,325136,-0.13713897,52.80913923
E33014348,474448,287629,-0.905192856,52.48151803
E33014550,525161,325116,-0.144583746,52.80907652
E33014349,474831,287884,-0.899504878,52.48375636
E33014551,525407,324695,-0.141096843,52.80523442
E33014726,475942,260407,-0.889354069,52.23663005
E33014727,475676,260346,-0.893265186,52.23611206
E33014724,477204,264816,-0.869861123,52.27608543
E33014725,476047,260922,-0.887698949,52.24124257
E33014722,476556,265064,-0.879308457,52.27840083
E33014723,476975,265190,-0.873141538,52.27947425
E33016956,511606,334022,-0.342543856,52.89207857
E33014558,524834,322722,-0.150345972,52.78764204
E33014720,476793,265179,-0.875802362,52.27940538
E33016957,509748,328387,-0.37203954,52.84182294
E33014559,524610,322759,-0.153654016,52.78802338
E33014721,476826,264564,-0.875459301,52.27387228
E33015126,435216,336137,-1.477667837,52.921502
E33016954,498633,335080,-0.534977329,52.90411596
E33015127,435035,336146,-1.480355785,52.92159708
E33016955,493686,337168,-0.607899271,52.92375881
E33015124,435264,336047,-1.47695749,52.92068689
E33016952,499826,325038,-0.520320069,52.81365525
E33015125,435191,336528,-1.477995683,52.92501948
E33016953,502275,329638,-0.482560339,52.85453002
E33015122,434882,336320,-1.482611221,52.92317124
E33016950,493893,337173,-0.604825973,52.92377537
E33015123,435123,336428,-1.479015491,52.9241263
E33016951,493212,337574,-0.614831239,52.92749228
E33015120,435063,336483,-1.479903733,52.92462203
E33014728,475666,260460,-0.893380887,52.2371456
E33015121,435403,336169,-1.474879474,52.92177963
E33014729,476816,259953,-0.876654084,52.23242569
E33015336,439000,335663,-1.421438891,52.91698206
E33015337,430196,335126,-1.552416669,52.91271545
E33015334,438995,335797,-1.421493779,52.91818156
E33015335,440005,335175,-1.406551306,52.91252295
E33015332,440741,335932,-1.3955178,52.91926558
E33016958,507267,333604,-0.407151226,52.88919911
E33015333,440159,335983,-1.40415811,52.91977076
E33016959,509989,324071,-0.369922532,52.80299396
E33015128,435211,336231,-1.47773178,52.92234285
E33015330,434153,335953,-1.493490443,52.91991223
E33015129,435092,336194,-1.479502056,52.92202126
E33015331,439504,335068,-1.414017176,52.91159261
E33015506,460053,304263,-1.114125726,52.63280167
E33015587,492629,305222,-0.632644497,52.63684973
E33015507,460059,304009,-1.114079191,52.63051894
E33015586,494914,302172,-0.599770923,52.60904672
E33015504,460411,303996,-1.108887225,52.63036561
E33015585,496758,303726,-0.572087046,52.62268515
E33015505,459739,303700,-1.118868107,52.62778036
E33015584,486050,308729,-0.728925415,52.66944689
E33015502,460786,304093,-1.103328196,52.63119624
E33015583,487104,309828,-0.713050185,52.67915794
E33015503,460426,303718,-1.10871305,52.62786316
E33015582,485586,308140,-0.735935156,52.66422856
E33015500,461435,304560,-1.093643997,52.63531775
E33015581,486330,308600,-0.724820283,52.66824713
E33015338,431570,335514,-1.53194969,52.91612554
E33015501,460951,303781,-1.100941068,52.62837066
E33015580,486006,309897,-0.729266863,52.67995262
E33015339,430827,335436,-1.543012173,52.9154644
E33015716,454254,339943,-1.193894826,52.95413009
E33015797,436452,344632,-1.45832641,52.99778231
E33015717,453094,340511,-1.211065919,52.95935079
E33015796,434850,347725,-1.481859624,53.02568703
E33015714,455223,340048,-1.179455508,52.95496918
E33015795,434514,348035,-1.486830291,53.02849313
E33015715,453757,340275,-1.201231607,52.95716437
E33015794,435218,347765,-1.476365502,53.02602627
E33015712,455518,340730,-1.174938247,52.96106941
E33015793,435061,347040,-1.478793811,53.01951467
E33015713,455281,339608,-1.178659175,52.95101525
E33015792,434982,345082,-1.480176036,53.00191963
E33015508,457537,304127,-1.15131857,52.63185235
E33015589,498470,305327,-0.546328753,52.6367687
E33015710,455150,340359,-1.18048638,52.95777996
E33015791,434873,346197,-1.481687647,53.01195087
E33017906,459513,337468,-1.116080211,52.93132444
E33017987,453993,306192,-1.20333715,52.65077666
E33015509,457227,303994,-1.155920802,52.63069609
E33015588,503690,310896,-0.467476523,52.68584464
E33015711,455424,339848,-1.176491202,52.95315773
E33015790,436236,348580,-1.461108747,53.03328242
E33016116,436288,379411,-1.456834933,53.31040245
E33016197,435954,322149,-1.468225175,52.79571601
E33017907,459215,337103,-1.120579889,52.92807767
E33017986,454403,305459,-1.197402437,52.64415508
E33016117,441546,379162,-1.377967369,53.30777671
E33016196,438140,325476,-1.435420886,52.82547067
E33017904,466295,339250,-1.014832204,52.94654569
E33017985,454708,304952,-1.192976592,52.63956594
E33016114,445531,381036,-1.317891986,53.32429416
E33016195,438609,325251,-1.428479887,52.82341448
E33017905,458815,338054,-1.126345967,52.93666623
E33017984,459873,299987,-1.117554683,52.59438809
E33016115,445737,381053,-1.314801792,53.32443363
E33016194,438996,325359,-1.422735139,52.82435386
E33017902,464690,339412,-1.038675858,52.9481986
E33017983,460796,299681,-1.103979722,52.59153717
E33016112,445406,380490,-1.31984926,53.31940051
E33016193,438659,325737,-1.427691823,52.82778146
E33017903,464772,339216,-1.037495,52.94642603
E33017982,461482,299650,-1.093866007,52.59118095
E33016113,445420,379928,-1.319724217,53.31434218
E33016192,432760,321586,-1.515650027,52.79085741
E33017900,464260,339122,-1.045137921,52.94564352
E33017981,459057,302031,-1.129236619,52.61285403
E33016110,405362,372623,-1.921095299,53.25059374
E33016191,433459,326577,-1.50477717,52.83567644
E33017901,468799,341520,-0.977093665,52.96663764
E33017980,459380,301372,-1.124588529,52.60689018
E33015718,456533,340042,-1.159948727,52.95478796
E33015799,437617,346485,-1.440750636,53.01435605
E33016111,446576,381655,-1.302116613,53.32976497
E33016190,430406,326878,-1.55006342,52.83856475
E33015719,455970,340166,-1.168306498,52.95595509
E33015798,436192,347068,-1.461920373,53.01968877
E33017908,459331,338194,-1.118647927,52.93787547
E33017989,454830,306085,-1.190983391,52.64973873
E33016118,438082,381720,-1.429638428,53.33103019
E33016199,428463,321070,-1.579406998,52.78645675
E33017909,459097,338277,-1.122121198,52.9386415
E33017988,453134,306044,-1.216062842,52.64953429
E33016119,435414,378168,-1.470087559,53.29928695
E33016198,429973,320723,-1.557059419,52.78325638
E33014906,454009,361686,-1.193892423,53.14958394
E33014987,456250,264199,-1.177038767,52.27307206
E33014907,453580,361462,-1.200348238,53.14761526
E33014986,455894,263976,-1.18229276,52.27110975
E33014904,453976,361072,-1.194493645,53.14406507
E33014985,456017,264357,-1.18043315,52.27451746
E33014905,453996,361292,-1.194152544,53.14604267
E33014984,456350,263977,-1.175621671,52.27107251
E33014902,454387,363472,-1.18794706,53.16559383
E33014983,486132,285822,-0.733654059,52.46355776
E33014903,454089,363405,-1.192419888,53.16502243
E33014982,485952,285456,-0.736395386,52.46030105
E33014900,452747,359761,-1.213085886,53.1324118
E33014981,488764,290782,-0.693607072,52.50771844
E33014901,454433,362387,-1.187442453,53.15584077
E33014980,488347,290841,-0.699733929,52.50831484
E33014908,453443,361720,-1.202350227,53.14994478
E33014989,479979,284568,-0.824509257,52.45321795
E33014909,453803,361149,-1.197065164,53.14477635
E33014988,456025,264735,-1.180250751,52.27791305
E33016466,443643,294184,-1.357891173,52.54376377
