WZ11CD,BNGEAST,BNGNORTH,LONGITUDE,LATITUDE
E33000383,444717,519287,-1.309912797,54.56683975
E33000251,437281,558342,-1.419920898,54.91839202
E33000799,424675,564423,-1.616056664,54.97381511
E33000257,430064,556252,-1.53272368,54.90009623
E33000079,424229,568563,-1.622675328,55.01103881
E33000312,449600,520286,-1.234230365,54.57536272
E33000580,416475,535643,-1.745785317,54.71552612
E33000174,431463,569905,-1.509417454,55.0226947
E33000329,458961,522179,-1.089060396,54.59137007
E33000043,424763,560858,-1.614988144,54.94177562
E33000804,424747,564320,-1.614940751,54.972886
E33000085,424063,568676,-1.625261473,55.01206223
E33000649,427250,587716,-1.573611975,55.18298758
E33000810,424697,563746,-1.615772563,54.96772963
E33001417,448479,535361,-1.249085497,54.71093049
E33001496,447700,519241,-1.263786024,54.56615532
E33001414,432754,547044,-1.491815668,54.81718396
E33001495,447489,518570,-1.26716347,54.56014369
E33001415,436201,546193,-1.438294458,54.80929923
E33001494,447568,517756,-1.26606492,54.55282102
E33001412,432758,548950,-1.491536704,54.83431483
E33001493,452405,517910,-1.191270545,54.55372742
E33001413,435501,547972,-1.4489673,54.8253329
E33001492,452895,519193,-1.183456072,54.56520659
E33001410,435158,547751,-1.454319168,54.82337221
E33001491,453196,517830,-1.17905609,54.55292751
E33001411,435589,547023,-1.447705022,54.8168038
E33001490,452948,518595,-1.182751932,54.55982467
E33001418,449197,535404,-1.237925298,54.71125213
E33001499,448798,517858,-1.247031564,54.55362204
E33001419,451060,534636,-1.209150857,54.70416523
E33001498,448597,518212,-1.250085785,54.5568196
E33000566,427832,525094,-1.570494289,54.62022738
E33000567,427752,525149,-1.571738313,54.62073215
E33000564,429054,525394,-1.55155328,54.62285412
E33000565,427652,524977,-1.57330215,54.61918783
E33000562,428271,523841,-1.5638216,54.60894692
E33000563,435674,529784,-1.448493682,54.66188588
E33000560,427765,522955,-1.571739418,54.60101647
E33000561,427285,524025,-1.579062405,54.61065236
E33000568,427210,534170,-1.579295394,54.70182616
E33001066,427447,563597,-1.572839568,54.96625031
E33000569,427774,535033,-1.570463903,54.70955012
E33001067,427158,564208,-1.577292639,54.97175402
E33001064,427351,564481,-1.574241386,54.97420146
E33001065,428061,565562,-1.563055554,54.98387002
E33000676,432132,555538,-1.500560719,54.89355143
E33001062,419565,564184,-1.695895211,54.97189169
E33000677,432072,555138,-1.501538305,54.88996329
E33001063,420003,565425,-1.688974608,54.98303146
E33000674,435541,566165,-1.446100125,54.98881369
E33001060,420317,563627,-1.684188438,54.96685647
E33000675,433239,556729,-1.483162253,54.90418215
E33001061,419931,564481,-1.690155542,54.97454814
E33000672,421931,562911,-1.659034165,54.96035778
E33000673,436076,566643,-1.437682333,54.99307243
E33000670,420827,563286,-1.676243867,54.96377122
E33000671,422130,562556,-1.655961744,54.95715587
E33001068,428515,565061,-1.555999075,54.97934001
E33001069,426395,564622,-1.589170341,54.97551734
E33000836,425351,565272,-1.605414786,54.9814116
E33000678,432195,555197,-1.499607454,54.89048755
E33000837,425555,565323,-1.602233586,54.98185944
E33001576,460527,515404,-1.066225177,54.53030683
E33000679,430736,554770,-1.52240555,54.88673415
E33000834,424529,563955,-1.618375346,54.96961336
E33001577,459691,515307,-1.079163431,54.52953958
E33000835,422524,571255,-1.649118828,55.03530775
E33001574,461879,516623,-1.045080938,54.54109929
E33000832,425394,564041,-1.604851146,54.97034875
E33001575,461298,515664,-1.054247556,54.53255423
E33000833,425747,564121,-1.599336753,54.97104799
E33001572,461570,516246,-1.049932729,54.53774611
E33000830,422653,563173,-1.647738115,54.96267836
E33001573,460872,516067,-1.060751198,54.53622284
E33000831,425391,564112,-1.604901317,54.9709877
E33001570,472420,516563,-0.882198022,54.53916199
E33001571,467225,516273,-0.962539948,54.53727206
E33000838,409473,563767,-1.85356653,54.96843437
E33000839,410529,563993,-1.837065383,54.97044332
E33001578,461421,515019,-1.052490188,54.52674014
E33002076,404766,623301,-1.926111978,55.50346504
E33002077,429757,581397,-1.534912411,55.12606044
E33002074,399109,628362,-2.015684678,55.54896278
E33002075,399123,628069,-2.015449137,55.54632794
E33001646,442809,518285,-1.339563676,54.558004
E33002072,401675,639284,-1.974954058,55.64709544
E33001647,443659,518681,-1.326368453,54.56148394
E33002073,405419,616946,-1.915889069,55.44635465
E33001644,441483,519216,-1.359938794,54.56647899
E33002070,388036,636633,-2.191536537,55.62313129
E33001645,441125,519100,-1.365492282,54.56546087
E33002071,410980,633701,-1.827316221,55.59681337
E33001642,444523,518614,-1.313018451,54.56081041
E33001643,442009,518567,-1.351897418,54.56060164
E33001640,443510,517119,-1.328897788,54.54746683
E33001641,443889,518537,-1.322823704,54.56017153
E33002078,429006,581689,-1.546656929,55.12873046
E33002079,430782,581916,-1.518773323,55.13066084
E33001806,413458,550733,-1.791918486,54.85122427
E33001887,442884,541992,-1.334932019,54.77103037
E33001648,442657,517925,-1.341972361,54.55477902
E33001807,411509,549833,-1.822319351,54.84317766
E33001886,442544,543807,-1.339956611,54.78736517
E33001649,445302,518114,-1.30104174,54.55624767
E33001804,412154,549149,-1.812294859,54.83701455
E33001885,441526,543361,-1.355847996,54.78343882
E33001805,412655,551693,-1.804386253,54.85986842
E33001802,410720,550509,-1.834574277,54.8492689
E33001883,443245,543903,-1.329045051,54.78816846
E33001803,411421,550107,-1.823674505,54.84564768
E33001882,441887,543527,-1.350211501,54.78490267
E33001800,410947,550714,-1.831025423,54.85110784
E33001881,439687,547085,-1.383933662,54.81705644
E33001801,411225,551065,-1.826686973,54.85426217
E33001880,438596,546962,-1.400927127,54.81603781
E33001808,410010,551167,-1.84560562,54.85520151
E33001889,443125,540853,-1.331360642,54.76076784
E33001809,409412,551629,-1.854913142,54.85936759
E33001888,443125,540544,-1.331406752,54.75799834
E33001966,415369,525241,-1.763503295,54.62208458
E33001967,412399,524282,-1.809536709,54.61354253
E33001964,412840,520633,-1.802861936,54.58073858
E33001965,411454,519633,-1.824338344,54.57178995
E33001962,411425,516240,-1.824929553,54.5412946
E33001963,408941,525919,-1.863025464,54.62833007
E33001960,428270,523604,-1.563863242,54.60681575
E33001961,417797,525428,-1.725889904,54.62368804
E33001968,416340,528323,-1.748280884,54.64974896
E33001969,415714,524868,-1.758166432,54.61871958
E33000046,424506,559831,-1.619088233,54.93255606
E33000047,424320,560210,-1.621962631,54.93597724
E33000044,425160,559120,-1.608936415,54.92613823
E33000045,424179,560997,-1.624096519,54.94305363
E33000042,424164,561030,-1.624322644,54.94334902
E33000040,424074,559440,-1.625864353,54.92906818
E33000041,424243,560074,-1.623166885,54.9347567
E33000048,425263,558825,-1.607364623,54.92348629
E33000049,424343,559948,-1.621615075,54.93361581
E33000556,427675,522697,-1.573163922,54.59869997
E33000557,427524,523444,-1.575428766,54.60541817
E33000554,426893,522652,-1.585272148,54.5983358
E33000555,427988,522364,-1.568339983,54.59569203
E33000552,427713,523916,-1.572460882,54.60964851
E33000553,427224,522500,-1.580157864,54.59695397
E33000550,427450,522250,-1.576674628,54.59469804
E33000551,427931,521586,-1.569292943,54.58870001
E33000558,428036,523365,-1.567503849,54.60468253
E33001056,424345,563727,-1.621273961,54.9675775
E33000559,427957,522853,-1.568780426,54.60008553
E33001057,423592,563678,-1.633029531,54.96717495
E33001054,423931,565620,-1.627575091,54.9846063
E33001055,424263,565299,-1.622422223,54.98171046
E33000626,419850,586153,-1.68992803,55.16929607
E33001052,424625,563808,-1.616896529,54.96829501
E33000627,419874,586013,-1.689560838,55.16803074
E33001053,425191,564332,-1.608007296,54.97296739
E33000624,419931,585902,-1.688680724,55.16703557
E33001050,425601,564449,-1.601581553,54.97400574
E33000625,419830,586001,-1.690257792,55.16792598
E33001051,424294,564109,-1.622029713,54.97101282
E33000622,423247,600303,-1.635438254,55.29629341
E33000623,419761,586056,-1.691336771,55.16842872
E33000620,431637,581528,-1.505414257,55.12712569
E33000621,424805,600274,-1.610911876,55.29595565
E33001058,423742,564530,-1.63061566,54.97482033
E33001059,424271,564575,-1.622351714,54.97520085
E33001526,461091,524855,-1.055545537,54.61516148
E33000628,420238,584334,-1.683965755,55.15293263
E33000629,418179,572404,-1.71703795,55.04581054
E33001524,450936,513530,-1.21473387,54.51451643
E33001525,459439,525090,-1.081082833,54.61747149
E33001522,450861,514878,-1.215650957,54.52663934
E33001523,450368,514331,-1.223370602,54.52177207
E33001520,450466,514592,-1.22180255,54.52410831
E33001521,451240,514224,-1.209917924,54.52072913
E33001528,460425,525012,-1.06582067,54.61665215
E33002026,419591,612817,-1.69215125,55.4088985
E33001529,459818,524754,-1.075282276,54.6144049
E33002027,425360,614422,-1.600897454,55.42305844
E33002024,420888,528629,-1.677788544,54.65232872
E33002025,422317,623045,-1.648276078,55.50068457
E33001636,444130,517338,-1.319283775,54.54937558
E33002022,419677,528416,-1.696563288,54.6504689
E33001637,444502,519290,-1.313243623,54.56688428
E33002023,420481,528174,-1.684121778,54.64826198
E33001634,444554,518117,-1.312607358,54.55634371
E33002020,421082,528371,-1.674790622,54.65000143
E33001635,444586,519642,-1.311884446,54.57003827
E33002021,420414,527376,-1.685217821,54.64108999
E33001632,444478,519482,-1.313577812,54.56860892
E33001633,443937,518367,-1.322110292,54.55863924
E33001630,444839,519425,-1.308010114,54.56806685
E33001631,444219,518630,-1.31771811,54.56097807
E33002028,423815,611187,-1.62557544,55.39406564
E33002029,422281,619235,-1.649158187,55.46645034
E33001638,444140,518710,-1.318925179,54.56170702
E33001639,444284,518884,-1.316666183,54.56325349
E33000946,419130,570529,-1.702271726,55.02892334
E33000947,421473,568301,-1.6657846,55.00881351
E33000944,422939,568750,-1.642834146,55.01278337
E33000945,422199,568673,-1.65440498,55.01211705
E33000942,424302,570156,-1.621392183,55.02534945
E33000943,422632,569305,-1.647580796,55.01778399
E33000940,423899,568882,-1.6278129,55.01391963
E33000941,423751,570301,-1.629999397,55.02668338
E33000948,420294,567711,-1.684261867,55.00356176
E33000949,419987,568465,-1.689007374,55.01034827
E33001956,427865,524801,-1.570018767,54.61759193
E33001957,427286,525042,-1.578955151,54.6197934
E33001954,428451,525208,-1.560907845,54.62122424
E33001955,428279,525692,-1.56352362,54.62557849
E33001952,426653,525227,-1.588745126,54.62149051
E33001953,427190,526148,-1.580340523,54.62973686
E33001950,428031,526525,-1.567280722,54.63308199
E33001958,427706,524097,-1.572538705,54.61127697
E33001959,426741,524010,-1.58748628,54.6105471
E33000036,424688,559164,-1.616297722,54.92655985
E33000037,424744,559000,-1.615444177,54.92507655
E33000034,424573,559349,-1.618087613,54.92822922
E33000035,424400,559052,-1.620807647,54.92556303
E33000032,425068,558846,-1.610398445,54.92367613
E33000033,424460,558828,-1.619890029,54.9235484
E33000030,428228,562327,-1.560757319,54.95479574
E33000031,427955,562084,-1.565051779,54.95262197
E33000038,414506,564200,-1.774921043,54.97221166
E33000039,424341,561007,-1.621569593,54.94313887
E33000506,426467,539815,-1.590314616,54.75259449
E33000587,418782,613312,-1.704893095,55.41337119
E33000507,427644,541552,-1.571859461,54.7681365
E33000586,419609,612106,-1.691918075,55.40250294
E33000504,427615,542278,-1.572234854,54.77466512
E33000585,419686,611586,-1.690736928,55.39782893
E33000505,427774,542308,-1.569772842,54.77492734
E33000584,419598,527297,-1.697869331,54.64041674
E33000502,427238,542787,-1.578057213,54.77925706
E33000583,421520,528104,-1.668024371,54.64758676
E33000503,426728,542706,-1.585989678,54.77856121
E33000582,421721,527881,-1.664924201,54.64557777
E33000500,427159,542486,-1.579307288,54.77655937
E33000581,416399,535655,-1.746971528,54.71563822
E33000501,427576,543143,-1.572764743,54.78243743
E33000508,427318,541312,-1.57695067,54.76600106
E33000589,418651,613317,-1.706953582,55.41342869
E33001006,425416,566413,-1.604306488,54.99165834
E33001087,421607,564657,-1.663967848,54.97605985
E33000509,427215,541012,-1.578580755,54.76330651
E33000588,419238,612990,-1.697713885,55.41046704
E33001007,425609,565481,-1.601365718,54.98327733
E33001086,422136,564013,-1.655753796,54.97024938
E33001004,421992,566101,-1.657842319,54.98902085
E33001085,422635,564281,-1.647931383,54.97263754
E33001005,421889,566487,-1.659418287,54.99249286
E33001084,422165,564459,-1.655260484,54.97425309
E33000616,429188,582168,-1.543746528,55.13302413
E33000697,439872,557105,-1.379669829,54.90707652
E33001002,421700,565736,-1.662427596,54.9857529
E33001083,423110,563841,-1.640553296,54.96866108
E33000617,429865,576067,-1.533764267,55.07816636
E33000696,439781,556973,-1.381106146,54.90590244
E33001003,421418,566035,-1.666824275,54.98845045
E33001082,423970,563331,-1.627157696,54.96404045
E33000614,428454,581844,-1.555287502,55.13015556
E33000695,439945,556883,-1.378560456,54.90508043
E33001000,419718,566727,-1.693329467,54.99473902
E33001081,423363,563551,-1.636621239,54.9660406
E33000615,428507,581487,-1.554491306,55.12694702
E33000694,439739,557104,-1.381747973,54.90707429
E33001001,419354,566533,-1.69904371,54.99301096
E33001080,422986,564327,-1.642456577,54.97303118
E33000612,431442,581572,-1.50846936,55.1275327
E33000693,439785,556881,-1.38106466,54.90507152
E33000613,431297,581573,-1.510736409,55.12755333
E33000692,439593,557173,-1.384015082,54.90770678
E33000610,431061,582193,-1.514377779,55.1331327
E33000691,439694,556978,-1.382463667,54.90595079
E33000611,431200,581585,-1.512263898,55.12766061
E33000690,439698,557191,-1.382369741,54.90786535
E33001008,425843,566082,-1.59765499,54.98866129
E33001089,428655,563497,-1.553977853,54.96528363
E33001009,426091,565891,-1.593800951,54.98693609
E33001088,428547,563946,-1.555623653,54.96931968
E33001516,452576,514412,-1.189250865,54.52227867
E33000618,431537,581575,-1.506973594,55.12755674
E33000699,439775,557085,-1.381185147,54.90690708
E33001597,445858,522260,-1.291810972,54.59345722
E33001517,448809,514624,-1.247400856,54.52456404
E33000619,431715,581570,-1.504189322,55.12749507
E33000698,439940,557015,-1.378629754,54.90626338
E33001596,445733,522766,-1.293658036,54.59801535
E33001514,448230,515718,-1.256175155,54.53444813
E33001595,449088,522164,-1.241840992,54.59229261
E33001515,451526,515085,-1.205353029,54.52843327
E33001594,447485,523158,-1.266477057,54.60137314
E33001512,450736,516613,-1.217290591,54.54224584
E33001593,446659,523769,-1.279170926,54.60694007
E33001513,447881,515839,-1.261547013,54.5355649
E33001592,446636,524589,-1.279393272,54.61431211
E33001510,449139,515537,-1.242147682,54.5327341
E33001591,447592,524055,-1.264673907,54.60942106
E33001511,450987,515985,-1.21352035,54.53657862
E33001590,447238,524815,-1.270041273,54.61628749
E33001518,448063,514175,-1.259001248,54.52059649
E33001599,438153,522698,-1.410985209,54.59802458
E33002016,419584,526911,-1.698104674,54.63694578
E33002097,425985,576968,-1.594463097,55.0864728
E33001519,449244,514631,-1.240686732,54.52457881
E33001598,447058,521696,-1.273326963,54.58827284
E33002017,418463,525976,-1.715529999,54.62858071
E33002096,424706,576848,-1.61450822,55.0854615
E33002014,420691,529189,-1.680800561,54.65737079
E33002095,426554,578397,-1.585417409,55.09928649
E33000266,429486,557300,-1.54163433,54.90955076
E33002015,418538,528581,-1.714207902,54.65199552
E33002094,426973,578383,-1.578843093,55.09914315
E33000267,428802,556403,-1.552392007,54.9015268
E33002012,419843,528572,-1.693990652,54.65186545
E33002093,431540,579680,-1.507135938,55.11052612
E33000264,431562,557295,-1.509246116,54.90937651
E33002013,420421,528583,-1.685018657,54.65193614
E33002092,430812,579729,-1.518549246,55.11101161
E33000265,428480,556110,-1.55744284,54.89890952
E33002010,420821,528537,-1.678829928,54.65151196
E33002091,429190,580936,-1.543848214,55.12195787
E33000262,434270,558567,-1.466871494,54.9206274
E33002011,420724,529016,-1.680301587,54.65581731
E33002090,429646,579833,-1.536813318,55.11201774
E33000263,432034,557234,-1.501904093,54.90880072
E33000260,431289,557252,-1.513512087,54.90900328
E33000261,432327,557779,-1.497265063,54.91368029
E33002018,418785,532628,-1.710116348,54.6883497
E33002099,425523,578089,-1.601601071,55.09657463
E33002019,418014,526282,-1.722467055,54.63134652
E33002098,426397,576829,-1.588012558,55.08520434
E33000268,428578,556520,-1.555864896,54.90259344
E33001166,435558,568665,-1.445516295,55.01127932
E33000269,449847,534424,-1.228002307,54.70238117
E33001167,435091,568780,-1.452818343,55.01234706
E33001165,435052,568513,-1.453446435,55.00994808
E33000776,425066,563855,-1.609998962,54.96868992
E33001162,434420,569108,-1.463257467,55.01533875
E33000777,425178,563907,-1.608237618,54.96915055
E33001163,431821,568331,-1.503998511,55.00852401
E33000774,424963,564274,-1.61157181,54.97246532
E33001160,434398,568650,-1.463667767,55.01122442
E33000775,425141,563944,-1.608817545,54.96948454
E33001161,433557,569403,-1.476718845,55.01804684
E33000772,446314,520440,-1.285030817,54.57706187
E33000773,444215,526686,-1.316564031,54.63336848
E33000770,445796,520382,-1.293050447,54.57658146
E33000771,447017,520068,-1.274224837,54.57364549
E33001168,435519,568207,-1.446188617,55.00716379
E33001169,435694,568289,-1.443436946,55.00788729
E33000936,421271,568805,-1.668909335,55.01334477
E33000937,421678,569368,-1.662507347,55.0183866
E33001276,434966,559361,-1.455910265,54.92771481
E33000778,424842,564336,-1.613461797,54.97302825
E33000934,421706,572945,-1.661789177,55.05053226
E33001277,438221,559252,-1.405133564,54.9264971
E33000779,424969,564145,-1.611485204,54.97129919
E33000935,422883,572488,-1.643407816,55.04637184
E33001274,435539,559223,-1.446992259,54.92643902
E33000932,427309,554060,-1.575890963,54.88055662
E33001275,435087,559691,-1.453989957,54.93067471
E33000933,426860,555825,-1.582728377,54.89644124
E33001272,440515,560401,-1.369186811,54.93664057
E33000930,428105,554772,-1.563421173,54.8869088
E33001273,440494,559297,-1.369670584,54.92672018
E33000931,427198,556137,-1.577424797,54.89922714
E33001270,439843,559661,-1.379770216,54.93004464
E33001271,440061,559671,-1.376364324,54.93011626
E33000938,424358,568961,-1.620621124,55.01460648
E33000939,424493,569351,-1.618478125,55.01810357
E33001278,437490,559060,-1.41655976,54.92482699
E33002176,392910,563929,-2.112275703,54.96993009
E33001279,436644,559038,-1.429762272,54.92469546
E33002177,410264,563098,-1.841236682,54.96240754
E33002174,392628,563925,-2.11668565,54.96989231
E33002175,393451,564228,-2.103839576,54.97262461
E33001746,427509,552666,-1.572899334,54.86801628
E33002172,394218,563025,-2.09183859,54.96182076
E33001747,427477,551866,-1.573478627,54.86083085
E33002173,392239,564264,-2.122771275,54.97292913
E33001744,425238,553238,-1.608232683,54.87327361
E33002170,393040,566354,-2.110311796,54.99171872
E33001745,426716,552034,-1.5853134,54.86238233
E33002171,394093,563766,-2.093804716,54.96848035
E33001742,424266,552536,-1.623446041,54.86701384
E33001743,425601,552973,-1.602604723,54.87087674
E33001740,426013,554572,-1.596039929,54.88522359
E33001741,422164,554003,-1.656084263,54.88030181
E33002178,409620,562927,-1.851289192,54.96088788
E33002179,410521,561989,-1.83726431,54.95244281
E33001906,437997,536586,-1.41160527,54.72284359
E33001987,395731,542045,-2.067883767,54.77330796
E33001748,427374,553657,-1.574914977,54.87692929
E33001907,437628,539205,-1.416997274,54.74640471
E33001986,400032,538617,-2.001027481,54.74251459
E33002246,426356,563905,-1.589846227,54.96907069
E33001749,427380,551443,-1.57503497,54.85703362
E33001904,445857,539369,-1.289148378,54.74719251
E33001985,412774,534547,-1.803288458,54.70578411
E33002247,425255,563250,-1.607096056,54.96324227
E33001905,443985,540590,-1.318028946,54.75833043
E33001984,399627,539239,-2.007311851,54.7481078
E33002244,426621,562353,-1.585845611,54.95511842
E33001902,443024,540105,-1.333032239,54.75405547
E33001983,404982,516547,-1.924507783,54.54416214
E33002245,425524,562497,-1.602958351,54.95646465
E33001903,445592,539227,-1.293278584,54.74594488
E33001982,405256,516404,-1.920276288,54.54287053
E33002242,454258,515505,-1.163055601,54.53192831
E33001900,442931,540461,-1.334438071,54.75726608
E33001981,405216,517200,-1.920877525,54.55002513
E33002243,425784,562897,-1.598864019,54.96004838
E33001901,441841,539644,-1.351479541,54.75001341
E33001980,405562,516960,-1.915534577,54.54786254
E33002240,453177,517075,-1.179480798,54.54614795
E33002241,453577,517529,-1.173210162,54.55018097
E33001908,437459,538495,-1.419704204,54.7400345
E33001989,402375,536929,-1.964637153,54.72734531
E33001909,441741,537797,-1.353302353,54.73342389
E33001988,407009,537269,-1.892689399,54.73035669
E33002248,425963,561799,-1.596167244,54.9501716
E33002249,425907,562074,-1.597020495,54.95264217
E33000146,433120,568628,-1.483642251,55.01111449
E33000147,432680,568434,-1.49055745,55.00940021
E33000144,433424,567956,-1.478976297,55.00505312
E33000145,433004,567740,-1.485564606,55.00313877
E33000142,426810,571175,-1.582072098,55.03437382
E33000143,432901,567911,-1.487154476,55.00468205
E33000140,427220,570626,-1.57571052,55.02942226
E33000141,427082,570524,-1.577873293,55.02851226
E33000148,433137,568438,-1.483403122,55.00940655
E33000149,432607,568385,-1.491694083,55.00896364
E33000256,430192,556096,-1.530741537,54.89868995
E33000254,439455,556728,-1.386221397,54.90372413
E33000255,429996,555820,-1.533834268,54.89622033
E33000252,440046,556827,-1.377002688,54.90456228
E33000253,439974,556650,-1.378151036,54.90298386
E33000250,437594,558340,-1.415039278,54.91835044
E33000258,429845,556315,-1.53613139,54.90067514
E33001156,426859,569119,-1.581503485,55.01589638
E33000259,431142,557060,-1.515826767,54.90729176
E33001157,427327,569417,-1.574146858,55.01855735
E33001154,427765,568370,-1.567410472,55.00912427
E33001155,430257,570377,-1.528233781,55.0270063
E33000726,449902,520993,-1.229435581,54.58168439
E33001152,427986,568646,-1.563924624,55.01159069
E33000727,449903,520386,-1.229524504,54.57622727
E33001153,429288,569644,-1.543459632,55.02048279
E33000724,449595,521290,-1.234135326,54.58438166
E33001150,435206,569151,-1.450969382,55.01567334
E33000725,449120,520327,-1.241655036,54.57577753
E33001151,427841,569282,-1.566127153,55.01730851
E33000722,449447,520561,-1.236544946,54.57784478
E33000723,448477,520808,-1.251507654,54.58016311
E33000720,426275,543854,-1.592927869,54.78889859
E33000721,426775,543542,-1.585175843,54.7860717
E33001158,426798,568607,-1.582500902,55.011302
E33001159,426236,568623,-1.591290598,55.01147487
E33001226,432191,564435,-1.498649439,54.9734973
E33000728,449144,521490,-1.241086389,54.5862238
E33001227,432045,564881,-1.500870429,54.97751072
E33000729,448265,520835,-1.254790496,54.58042093
E33001224,437995,564335,-1.407991554,54.97219263
E33001225,438558,565243,-1.399083793,54.98030976
E33001222,433045,565374,-1.485198925,54.98188026
E33001223,433136,564723,-1.48384111,54.97602098
E33001220,438028,564725,-1.407423263,54.97569163
E33001221,432448,564995,-1.494569227,54.97850853
E33001228,431651,564472,-1.507069612,54.97385949
E33002126,409435,578720,-1.85366452,55.10280825
E33001229,431441,564808,-1.510322508,54.97689271
E33002127,419044,596980,-1.701848209,55.26661484
E33002124,421685,576166,-1.661885797,55.07947883
E33002125,422374,582405,-1.650594196,55.13550733
E33001736,430603,510851,-1.529067489,54.49207769
E33002122,420263,587175,-1.683364414,55.17846164
E33001737,434862,513509,-1.463009569,54.51568857
E33002123,414800,594701,-1.768758462,55.24627561
E33001734,434469,512351,-1.469207272,54.505312
E33002120,419647,586765,-1.693067026,55.17479645
E33001735,429549,509339,-1.545486923,54.478549
E33002121,422274,589028,-1.651642254,55.19502033
E33001732,429317,513839,-1.548619288,54.51900199
E33001733,428981,514126,-1.553790314,54.52159845
E33001730,430844,513465,-1.525071089,54.51555291
E33001731,428928,512943,-1.554721001,54.51097383
E33002128,418438,587877,-1.711987438,55.1848353
E33002129,418911,581846,-1.704948639,55.130624
E33001738,430127,510045,-1.536487871,54.4848647
E33002236,451700,516176,-1.202467811,54.53822308
E33001739,425699,554167,-1.600967733,54.88160681
E33002237,451986,515336,-1.198198825,54.53064469
E33002234,425955,581975,-1.594471207,55.13146819
E33002235,424676,581867,-1.614539408,55.13056075
E33002232,425278,582107,-1.605071501,55.13269136
E33002233,425765,581909,-1.597462126,55.13088685
E33002230,430012,584353,-1.530587988,55.1526136
E33002231,425995,582162,-1.593829586,55.13314721
E33002238,452999,514968,-1.182609308,54.52723312
E33002239,453688,514785,-1.171997244,54.52551668
E33000136,426645,572016,-1.584584151,55.04194437
E33000137,426459,572161,-1.587474566,55.04325556
E33000134,418625,571428,-1.710115071,55.0370214
E33000135,426738,571949,-1.58312653,55.04133742
E33000132,424419,564128,-1.620081337,54.97117243
E33000133,422948,564475,-1.643025793,54.97436524
E33000130,424559,564153,-1.617887928,54.97139277
E33000131,424386,564348,-1.620576372,54.97315555
E33000138,426802,571595,-1.582163177,55.03815272
E33000139,427048,570734,-1.578398911,55.03040487
E33000206,436533,566905,-1.430498639,54.99539298
E33000287,450766,532419,-1.214094013,54.68427414
E33000207,436513,566695,-1.430844181,54.99350516
E33000286,450707,532392,-1.215023277,54.68403577
E33000204,436033,567188,-1.438275393,54.99797002
E33000285,450787,532350,-1.213782538,54.68364849
E33000205,436172,567089,-1.436129013,54.99707173
E33000284,450865,532463,-1.212560966,54.68465982
E33000202,436151,567197,-1.436439017,54.99804233
E33000283,451086,532515,-1.209112988,54.68510608
E33000203,436188,567040,-1.435877807,54.99662772
E33000282,450987,532419,-1.210665758,54.68425395
E33000200,436404,567175,-1.432484485,54.9978276
E33000281,451206,532578,-1.207251828,54.68565788
E33000201,436467,567061,-1.431515255,54.99679487
E33000280,451332,532524,-1.205301644,54.68515635
E33000208,436272,566820,-1.434589991,54.9946465
E33000289,450612,532419,-1.21648254,54.68428641
E33001106,435497,572022,-1.446064174,55.04144791
E33001187,431600,566476,-1.507658967,54.99187278
E33000209,436336,566516,-1.433628077,54.99191088
E33000288,450600,532500,-1.216661926,54.68501888
E33001107,435545,572267,-1.445274161,55.04364657
E33001186,431680,567147,-1.506320531,54.99789906
E33001104,433770,571712,-1.473115418,55.03878398
E33001185,432563,566734,-1.492570141,54.99412888
E33001105,434220,572752,-1.465959417,55.04809792
E33001184,434312,566864,-1.465223772,54.99518473
E33000716,427447,542648,-1.574811596,54.77800064
E33000797,424684,564170,-1.615937178,54.97154206
E33001102,423758,572393,-1.629718654,55.04547443
E33001183,435282,567841,-1.449937358,55.00389099
E33000717,425110,545199,-1.610931804,54.80104729
E33000796,424667,564395,-1.616176801,54.9735673
E33001103,424089,572707,-1.624520431,55.04828356
E33001182,433421,566386,-1.479196652,54.99094822
E33000714,428214,542113,-1.562951161,54.77315104
E33000795,424559,564024,-1.617900324,54.97023098
E33001100,434775,572689,-1.457280846,55.04748909
E33001181,435125,567292,-1.452458036,54.99897365
E33000715,427553,542891,-1.573138898,54.78017276
E33000794,424461,564292,-1.619406231,54.97264947
E33001101,423730,574097,-1.63001578,55.06079231
E33001180,434712,567660,-1.45887625,55.00230524
E33000712,427477,542556,-1.574358462,54.77716903
E33000793,424785,564386,-1.614335675,54.97347293
E33000713,427832,542331,-1.568860046,54.77512604
E33000792,424672,564083,-1.616140406,54.97075746
E33000710,427316,542463,-1.576865657,54.77634405
E33000791,425012,563688,-1.610861863,54.96719809
E33000711,427519,542627,-1.573700174,54.77781052
E33000790,424966,564228,-1.611525086,54.97205226
E33001108,435943,571940,-1.439098295,55.04067885
E33001189,430142,566927,-1.530398081,54.99601316
E33001109,436193,571768,-1.435209246,55.0391156
E33001188,432015,566897,-1.501121437,54.99563058
E33001216,436521,565771,-1.430827838,54.98520662
E33001297,435030,558687,-1.454987935,54.92165057
E33000718,427895,542215,-1.567891811,54.77408353
E33001217,436775,565425,-1.426915739,54.98207388
E33001296,436564,558557,-1.431086467,54.92037787
E33000719,426271,543531,-1.593023767,54.78599216
E33000798,424896,564421,-1.61259939,54.97379014
E33001214,436667,564715,-1.428684411,54.97570255
E33001295,431269,558121,-1.513729021,54.91681707
E33001215,437096,564900,-1.421959891,54.97733472
E33001294,431161,558840,-1.515333141,54.92328235
E33001212,437111,566333,-1.421545467,54.99021392
E33001293,428697,558382,-1.553820874,54.91932074
