ID,Lat,Lon
E01002491,51.49588938005293,-0.419218224387917
E01033104,53.74229978622916,-0.3361389294111231
E01012910,53.78400344491819,-0.3344134184712566
E01012785,53.79011183827658,-0.33411071245424834
E01002465,51.56526531604005,-0.41664038028582434
E01023868,51.67968919226097,-0.41263814481296357
E01002435,51.57797364622763,-0.41615549224530235
E01002479,51.5947958623219,-0.41533943586071215
E01030718,51.41273335223722,-0.42157021625746144
E01002424,51.53025022615723,-0.41733640296470237
E01026297,52.773308905785235,-0.3722743820428904
E01002590,51.45207533369654,-0.41960934387828935
E01002470,51.57329470788774,-0.4152646884010265
E01030748,51.425565054353406,-0.4202075827502776
E01017410,52.06630040510414,-0.39763874528898197
E01012781,53.80472613559549,-0.3320279572213262
E01002502,51.51444626477711,-0.4169906375251454
E01023840,51.61817447815933,-0.4132830337988097
E01033109,53.74797951231843,-0.3340946290159657
E01023863,51.64943152377485,-0.4120040302804358
E01030357,51.38926261757515,-0.4208544612421332
E01023723,51.799944362454525,-0.40647508645621827
E01002484,51.60611573543456,-0.4132557707560684
E01002506,51.506787356744226,-0.416506774381397
E01026298,52.767827188112115,-0.3711448009336775
E01031625,50.9293363024219,-0.4360098579846208
E01002599,51.445104046150504,-0.418108809353574
E01023900,51.653315993729706,-0.4106684342388239
E01023907,51.69151249019668,-0.4092296708976985
E01002616,51.43707338083574,-0.41806970724145265
E01023888,51.65695817934327,-0.41003502758733823
E01032999,52.76350504338853,-0.37000183049990987
E01002485,51.60060210300699,-0.411816318059325
E01027834,54.18041413833933,-0.3145687111780887
E01002469,51.56811912634265,-0.412890726354818
E01023833,51.69699476500154,-0.408357362714919
E01026290,52.84138575151879,-0.3664781178949992
E01015720,51.88303172436673,-0.4014319427714086
E01015777,51.89261205684139,-0.4010774732885701
E01002598,51.44165976921124,-0.4167601307454191
E01002398,51.52233358660629,-0.41374779173602827
E01002492,51.49604328762867,-0.41463174848078177
E01023722,51.791893680495214,-0.404264800578821
E01012779,53.809387113472056,-0.32848640320775063
E01002503,51.510969455588175,-0.4138975271998714
E01023865,51.64469845036941,-0.4091053082263801
E01023903,51.65110633659302,-0.4088520753417324
E01023891,51.68540273879151,-0.407592148056172
E01002508,51.51811081861574,-0.4133467969057333
E01032997,52.75744535120889,-0.368686887379844
E01015796,51.90067726685762,-0.3997300705127827
E01002482,51.61024273359593,-0.40990569515262626
E01012789,53.785038530025496,-0.3286954594080926
E01023879,51.6673309600234,-0.4077486763972946
E01002595,51.45572741354866,-0.4150356543902189
E01012788,53.79200874426033,-0.3283120986907432
E01012987,53.964230574475984,-0.32133648235855805
E01002436,51.58577077329799,-0.4102404907062036
E01026296,52.777319258682724,-0.36708398145654697
E01030720,51.40383173609263,-0.4162983652669271
E01030749,51.425906888977174,-0.41488807692385704
E01030304,51.33473906729468,-0.41800550169476525
E01033000,51.44646232427114,-0.4141476517948705
